,"tautocorr(signal,0)","tautocorr(signal,1)","tautocorr(signal,2)","tautocorr(signal,3)","tautocorr(signal,4)","tautocorr(signal,5)","tautocorr(signal,6)","tautocorr(signal,7)","tautocorr(signal,8)","tautocorr(signal,9)","tautocorr(signal,10)",tcount(signal),tmean(signal),tstd(signal),tcount(label),tmean(label),tstd(label),"mycorr(signal,label)"
2008-09-01,,,,,,,,,,,,0,,,0,,,
2008-10-01,,,,,,,,,,,,0,,,0,,,
2008-11-01,,,,,,,,,,,,0,,,0,,,
2008-12-01,,,,,,,,,,,,0,,,0,,,
2009-01-01,,,,,,,,,,,,0,,,0,,,
2009-02-01,,,,,,,,,,,,0,,,0,,,
2009-03-01,,,,,,,,,,,,0,,,0,,,
2009-04-01,,,,,,,,,,,,0,,,0,,,
2009-05-01,,,,,,,,,,,,0,,,0,,,
2009-06-01,,,,,,,,,,,,0,,,0,,,
2009-07-01,,,,,,,,,,,,0,,,0,,,
2009-08-01,,,,,,,,,,,,0,,,0,,,
2009-09-01,,,,,,,,,,,,0,,,0,,,
2009-10-01,,,,,,,,,,,,0,,,0,,,
2009-11-01,,,,,,,,,,,,0,,,0,,,
2009-12-01,,,,,,,,,,,,0,,,0,,,
2010-01-01,,,,,,,,,,,,0,,,0,,,
2010-02-01,,,,,,,,,,,,0,,,0,,,
2010-03-01,,,,,,,,,,,,0,,,0,,,
2010-04-01,,,,,,,,,,,,0,,,0,,,
2010-05-01,,,,,,,,,,,,0,,,0,,,
2010-06-01,,,,,,,,,,,,0,,,0,,,
2010-07-01,,,,,,,,,,,,0,,,0,,,
2010-08-01,,,,,,,,,,,,0,,,0,,,
2010-09-01,,,,,,,,,,,,0,,,0,,,
2010-10-01,,,,,,,,,,,,0,,,0,,,
2010-11-01,,,,,,,,,,,,0,,,0,,,
2010-12-01,,,,,,,,,,,,0,,,0,,,
2011-01-01,,,,,,,,,,,,0,,,0,,,
2011-02-01,,,,,,,,,,,,0,,,0,,,
2011-03-01,,,,,,,,,,,,0,,,0,,,
2011-04-01,,,,,,,,,,,,0,,,0,,,
2011-05-01,,,,,,,,,,,,0,,,0,,,
2011-06-01,,,,,,,,,,,,0,,,0,,,
2011-07-01,,,,,,,,,,,,0,,,0,,,
2011-08-01,,,,,,,,,,,,0,,,0,,,
2011-09-01,,,,,,,,,,,,0,,,0,,,
2011-10-01,,,,,,,,,,,,0,,,0,,,
2011-11-01,,,,,,,,,,,,0,,,0,,,
2011-12-01,,,,,,,,,,,,0,,,0,,,
2012-01-01,,,,,,,,,,,,0,,,0,,,
2012-02-01,,,,,,,,,,,,0,,,0,,,
2012-03-01,,,,,,,,,,,,0,,,0,,,
2012-04-01,,,,,,,,,,,,0,,,0,,,
2012-05-01,,,,,,,,,,,,0,,,0,,,
2012-06-01,,,,,,,,,,,,0,,,0,,,
2012-07-01,,,,,,,,,,,,0,,,0,,,
2012-08-01,,,,,,,,,,,,0,,,0,,,
2012-09-01,,,,,,,,,,,,0,,,0,,,
2012-10-01,,,,,,,,,,,,0,,,0,,,
2012-11-01,,,,,,,,,,,,0,,,0,,,
2012-12-01,,,,,,,,,,,,0,,,0,,,
2013-01-01,,,,,,,,,,,,0,,,0,,,
2013-02-01,,,,,,,,,,,,0,,,0,,,
2013-03-01,,,,,,,,,,,,0,,,0,,,
2013-04-01,,,,,,,,,,,,0,,,0,,,
2013-05-01,,,,,,,,,,,,0,,,0,,,
2013-06-01,,,,,,,,,,,,0,,,0,,,
2013-07-01,,,,,,,,,,,,0,,,0,,,
2013-08-01,,,,,,,,,,,,0,,,0,,,
2013-09-01,,,,,,,,,,,,0,,,0,,,
2013-10-01,,,,,,,,,,,,0,,,0,,,
2013-11-01,,,,,,,,,,,,0,,,0,,,
2013-12-01,,,,,,,,,,,,0,,,0,,,
2014-01-01,,,,,,,,,,,,0,,,0,,,
2014-02-01,,,,,,,,,,,,0,,,0,,,
2014-03-01,,,,,,,,,,,,0,,,0,,,
2014-04-01,,,,,,,,,,,,0,,,0,,,
2014-05-01,,,,,,,,,,,,0,,,0,,,
2014-06-01,1.0,0.1208029571732974,0.040630378780255966,-0.049025586670527144,-0.13128086931001584,-0.13291398047979164,-0.3354106792820489,-0.4067933836196358,0.0025500429165117066,0.051801556006902866,-0.08946171970910491,19,0.0012733280946091525,0.0007889691447678857,19,0.0032212720776574263,0.010214808620000813,-0.01715414430264806
2014-07-01,1.0,0.31366736336726003,0.03321211815171159,8.684884474527592e-05,0.19617083603611257,-0.047492651573021016,0.15855588623980532,-0.16905331860987655,-0.3213602261224353,-0.4241806643900248,-0.03215418215770457,23,0.0010400006526980622,0.0007272855203957256,23,0.002838098353682153,0.007858314591166302,0.15547289908436698
2014-08-01,0.9999999999999999,-0.05913177464513581,-0.2003537874301563,0.008282983130672402,0.2399201405775697,0.16960971164446675,-0.39608091792907746,-0.14671410098167573,-0.0379761589458482,0.17117765335934237,0.209136658662777,21,0.001959662996701365,0.0014113884450891081,21,0.003476674499018933,0.009372879629209992,-0.12632965275093364
2014-09-01,1.0,-0.19196567266644785,-0.26275188613063,0.2909928573849728,-0.2445123761564723,-0.25788197111385364,0.046450634687440685,-0.12332959814862085,0.0055320167269860745,-0.16756795941085104,-0.27539885821325716,21,0.003474353919970833,0.0014261943769513562,21,0.008464177462279019,0.011149181318610165,-0.123151785410414
2014-10-01,1.0,0.23183922896351292,-0.03951060006840643,-0.5251448508390499,-0.17782553716087526,-0.032324527775719515,0.06272394662647639,-0.30476495724745833,-0.3893436879495295,0.03204379622776109,-0.07225475652811797,18,0.003991855962719327,0.0012143617258747572,18,0.0013029512112592142,0.012885270212428614,0.30117877889547223
2014-11-01,0.9999999999999999,-0.46047999306240245,0.30930214668550426,-0.03787242220038036,-0.0792943909353271,0.14797367861463637,-0.205354014779236,0.10404259727509615,-0.09003258404004441,-0.11777515930194872,-0.3273848558323341,20,0.0034481452762842404,0.0014471755857061353,20,0.0023387718664463846,0.012986759648975138,-0.4068890386136669
2014-12-01,0.9999999999999999,0.35852672844327077,-0.24474841890812535,-0.22663141586715466,-0.08123448194449077,0.03946551590854729,0.013074277293872276,-0.09343977401378643,0.27270184084847,0.6886058611117241,0.22489480729364433,23,0.001535455697405248,0.0035815197392288943,23,-0.0057078038742884255,0.022116210836722314,-0.3295834587256062
2015-01-01,1.0,-0.13905126948862037,0.06331073005671298,-0.16244356267913584,-0.22774223436035962,0.20501744431429797,0.000912428741805682,0.15345445761820095,-0.18418764941761953,-0.3321642619733058,0.14259035274452533,20,0.002258259253429705,0.001470865132315275,20,0.004463141186035505,0.013377069138601141,-0.3063441255217017
2015-02-01,0.9999999999999998,0.6256221776312003,0.1301059763979657,-0.1593423465336013,-0.3387517632832754,-0.16975291239521278,-0.18618174045144897,-0.2856435794932681,-0.3221938514962635,-0.18144460751582148,-0.21622100307429135,15,0.0017607335194082955,0.001026571426638852,15,0.005562729041605289,0.009561288947762765,0.47894432069932685
2015-03-01,0.9999999999999998,0.26453298417037374,0.13280890327071224,0.07531002078688856,0.09767623722889723,0.18688013650606125,-0.10473033805486857,-0.14174346855998118,-0.28711834062917835,-0.1516115745006105,0.16296374644764447,22,0.003806707793714781,0.0020115361674691756,22,0.0107464258180101,0.011619610171465282,-0.12685203344949977
2015-04-01,1.0,0.012223540708937733,-0.3040412797629925,-0.0408392279690447,-0.13028822043303417,-0.25048436841864896,0.08062509579949269,0.12056969060701626,-0.018749674111991542,0.0380255361901129,-0.22156864283920752,21,0.005230504748397572,0.004498720840108566,21,0.008671368647560315,0.019976873142351886,-0.04140838292496413
2015-05-01,1.0,0.24767505813072566,0.1214630009542178,0.10346066974080821,0.21104637546537197,0.030634385572903034,0.38696522017475166,-0.08308442164676177,-0.07844880516338096,-0.050109239865367784,-0.06685484692270886,20,0.008301352893503162,0.005410930897368933,20,0.01510820338290329,0.023443177487742526,0.15267946675092287
2015-06-01,1.0,0.4099229754727916,-0.05599555906719387,0.13224488216949362,0.3095955331012034,0.3329731996931723,0.17599937159464638,0.21343432228946477,0.5726947672781985,0.15776108540936598,-0.23439310564482682,21,0.004738294824114313,0.010968970231257983,21,-0.006625023497277257,0.03843016958165579,0.36232990051456715
2015-07-01,1.0,0.09364465423848416,-0.029142390801562466,0.0506262945872696,0.07183568235325169,-0.028805605761603775,-0.10478245197488692,0.09480793371475366,0.17148976594423096,-0.25013932536620614,-0.37174993637302567,23,0.0010783885607371952,0.019005360659943165,23,-0.008901707551993284,0.04247113835024345,0.4144589504648492
2015-08-01,1.0,0.017098131881741998,0.21576558247249908,-0.24329722974079113,0.2821788345338023,-0.08035109622778927,-0.2804118950043297,-0.08142860030717262,-0.07903847917964675,-0.11158421381328695,-0.4340928381215552,21,-0.00012259160223294268,0.017181412139939265,21,-0.005790564264066588,0.04171996335467615,0.1284787796139853
2015-09-01,1.0,-0.15985097356884098,-0.20497929046105157,-0.10980835772441812,-0.26433870624497946,0.16407218480966831,0.4565545898901515,0.02292865181905384,0.060513143453079864,-0.18924410078480644,-0.39168720052450345,20,-0.0029968480346791353,0.014426250941772105,20,-0.00322294962171238,0.03434427162019375,0.10158215665333652
2015-10-01,1.0,-0.33277455662388084,-0.026074827687309822,0.15990935951344287,-0.4605555696804385,0.5064588410017736,-0.2141348711384381,-0.3859654540697864,0.34936059346339415,-0.352605514739507,0.08764652824146692,17,0.0007438210865544234,0.008993461739102896,17,0.010490109409959947,0.024725538417166362,-0.1659258974301296
2015-11-01,0.9999999999999999,-0.1650827157877463,-0.28682191904964016,0.31550274295593655,-0.02364545770478006,-0.49138838959579995,-0.02073029715513304,-0.15951478460664162,0.2631909579974826,0.12785743118401813,-0.29003255054688803,21,-0.0012034286968603519,0.006642404977043825,21,0.005843825842192553,0.022993800653361506,-0.05243634633510022
2015-12-01,0.9999999999999999,-0.5572601110626892,0.18965034963948474,0.30072651426576325,-0.5286386039919695,0.00455478227092197,-0.14006019947891216,0.23304339636836338,-0.06093688028710533,-0.06959939898145935,0.40085159718378094,23,0.0019193298415126593,0.0028395413524533743,23,0.003321513450160133,0.015212850374813033,0.038157922570707374
2016-01-01,1.0,-0.03295787576253671,0.3131190774237531,0.08046201597010577,-0.19971055727754664,0.14420480177826736,-0.3462840479470126,0.22724522834879374,-0.30050795365607186,-0.3109180887419104,-0.10850170153529239,20,-0.0027798157472967255,0.006257578442287661,20,-0.01697855082990029,0.04221993091757855,-0.29511587520326943
2016-02-01,1.0,-0.4122291047750347,0.38279357586823465,-0.2573399215299524,0.2623308796293914,-0.088190343821383,-0.02809418690998926,-0.285535379185625,-0.11485778634699235,0.38543271531425893,-0.4635095969056274,16,0.0004937084284083,0.0032587687977737147,16,-0.0010773949103321384,0.03117437041545244,0.16607534109272043
2016-03-01,1.0,-0.5897273004576142,0.4593373063505148,-0.3159735522930667,0.364074279277329,-0.2334725671399167,0.1560994477654934,-0.09344622696209454,0.1679942865120627,-0.1321146954085495,-0.012112679526953428,23,-0.0002302015497472087,0.003375013020786857,23,0.00738931320414704,0.02209477581366448,-0.2425701211181438
2016-04-01,0.9999999999999999,-0.5555658906639753,0.2314764990810675,0.05068316420676118,0.016897598209080284,-0.22537033095128148,0.2102539075368942,0.07699148709314388,-0.2300788932233407,0.29186311734508846,-0.14913954353519265,20,-0.0008058750653420549,0.001563477211645741,20,0.00043613728328786535,0.015160349619439325,-0.13116799363561138
2016-05-01,1.0,-0.1525577641378078,0.40495188526603465,-0.057552286332293506,0.23372894594256363,0.1601230083991795,-0.12346667735325977,0.27238013095846014,-0.2302396799077241,0.1978560635026532,-0.2731595140886674,21,-0.0019498967843712858,0.0018336973933932882,21,-0.0016434200040051153,0.020282878660772302,-0.3103198266133866
2016-06-01,1.0,0.05841921108945047,0.6367630946236069,0.28878920072041414,0.5370864720247097,0.17111630441323855,0.5565796238870779,0.10869460894378444,0.548547105159684,0.11293555225028032,0.23981961517493192,20,0.00021650300735353697,0.0019036386512013633,20,0.003304185206437335,0.016767485766330876,-0.15621669511974967
2016-07-01,0.9999999999999999,-0.5621186484111186,-0.2724477594344786,0.6478078573817423,-0.24904365402445547,-0.017648975611500223,-0.11482052533417779,0.12080074861322482,0.04089053598914901,-0.14655646961986132,-0.15334963511680208,21,0.0013622500233940616,0.0029016256318688664,21,-0.0011461456381973477,0.013023433766041259,-0.052195133371338895
2016-08-01,1.0,-0.5884783205628508,0.5443436404615118,-0.07022982694171719,-0.18516792321127282,0.2543196235198962,-0.38456045780328885,0.34839837821007413,-0.1782146970926513,-0.09599956734031002,0.05737192481100404,23,0.0010331613372097257,0.0016214647353984082,23,0.002231399947395926,0.008765448999843549,0.5216823449383102
2016-09-01,1.0,-0.7026495617259556,0.4418350212458915,-0.2933311432605897,0.07006748453986683,-0.17775482085857805,0.24976197363808217,-0.29352413721405207,0.32949046375241436,-0.1345264115680139,0.03096196540143408,20,0.00034720066161203,0.0025907104668678035,20,0.00018260810923197962,0.010782977495256923,-0.11420888284806797
2016-10-01,0.9999999999999999,-0.6304448279150917,0.4189757400434007,-0.18381361485373393,0.27132567799276397,-0.021697523923590797,0.1119018236464524,0.058261571051995906,0.07015225340123515,-0.3754094356837873,0.4731147985879998,16,0.0016676195814210376,0.000929443450638008,16,0.0030347686036670037,0.008472968555138865,-0.27373879047376404
2016-11-01,1.0,-0.06516432793918074,0.17651157837414866,0.2323439918179067,0.10846687340102326,0.27345235306262544,-0.16689898817490711,0.09319685101282361,-0.31735946320280833,0.20746350912746833,-0.1465533795791435,22,0.0015627579770480092,0.0002400723112547037,22,0.0013763671613349496,0.007275826618765954,0.16257245272836604
2016-12-01,1.0,0.6141467150536605,0.39977030624297333,0.32781999951351226,0.23803525629363137,0.1621395000248055,0.177517769974241,0.29858057424985657,0.1309837120058137,-0.05485166642021032,-0.009798832331679866,22,0.0006756039874242629,0.0005101734172311068,22,-0.0019337577015032979,0.014638301485140724,-0.2504705261236504
2017-01-01,1.0,0.06451163721696956,0.1315728238072988,0.12159237480918152,-0.05366215677508861,-0.0841184520765144,0.005461756411333394,-0.029553403324812984,-0.31003236752913027,-0.24883552094645162,-0.3104146665564835,18,0.00022687733638984762,0.001574215254444239,18,-0.0022075563284626497,0.01473223186366008,-0.23182380754026274
2017-02-01,1.0,0.1471853646634248,0.2605912234424772,-0.10851310869921364,-0.531440423349932,-0.26495519684416313,-0.01346127134388011,-0.12285041217053791,0.10763720845336583,0.24271025853793735,-0.18322428496254428,18,0.0004445487955258095,0.0004420092796880783,18,0.0020343839686607448,0.00670740319062447,-0.26072410145695807
2017-03-01,1.0,0.7051530453784639,0.4569409881361713,0.4709835826719479,0.43907793901227204,0.5249492898288417,0.3489078605028065,0.1746887462972973,0.15958557957919733,0.2097668441350933,-0.1411787071695291,23,-6.192144273403471e-05,0.0007105059388215182,23,-0.0011890854586508784,0.0075170524358149455,0.2181441080083468
2017-04-01,0.9999999999999999,0.4144605740769192,0.2074145600657921,0.16594146294441822,0.34726553667530907,0.41390307343718497,0.18847113528815812,0.0014323395284524816,0.012542981506197547,0.024283453129746658,0.3822210657458573,18,-0.0018591849506445113,0.0017494650858006053,18,-0.004795654359400899,0.012481504713529122,0.05577027108621664
2017-05-01,1.0,0.4288366802834686,-0.047428737995030834,-0.2099143075135241,-0.636905879342697,-0.6422461600218946,-0.2919512104566492,-0.06518484424866659,0.2329326743327049,0.3345456239827639,0.2559848447572183,20,-0.002253096997300235,0.0028094140349158372,20,-0.004378906774317079,0.012076558782805984,0.16730617105300474
2017-06-01,0.9999999999999998,-0.032817832779841266,-0.08591270003116576,-0.26822745191752023,-0.026403142030545376,0.3259277083636219,0.1512710846432927,0.1303911977211593,0.097825890675897,-0.36873442925342764,-0.4702828201897156,22,-0.0013743019284525226,0.0023235651240164534,22,0.0009794647427520747,0.01233363089896735,-0.21569627821732715
2017-07-01,0.9999999999999998,0.02201292490996121,-0.056677056555278126,-0.004530361336424564,0.20699349887195514,0.01850887174282118,-0.0822402545531798,-0.060067755769835834,-0.19839584698668533,0.011648262776417251,-0.25368578247371465,21,-0.002031674646217168,0.002527599184124801,21,-0.0008829961701072098,0.01516871552233125,-0.07340989475023793
2017-08-01,1.0,-0.07863911036073766,0.04372057606643012,-0.08334073894975524,-0.378537157439236,0.2861930994896976,-0.20521186939840022,0.34715222251707467,0.05623087038008223,0.06835521039407576,-0.12021946806711828,23,-0.0016953454671259436,0.000783688265530086,23,0.0014284175028566929,0.007480033110313302,-0.07638981696096843
2017-09-01,1.0,0.27543483602103636,0.5799227594701368,0.2764363033283489,0.2155060086697451,0.3204233689745575,0.2839522600837042,0.10866146031576555,0.2487482631141337,0.17998075866635696,0.3807817060256954,21,-0.0005290575486187198,0.00040232214101622906,21,0.0008675482382679284,0.006173593184448584,-0.07536676338382303
2017-10-01,0.9999999999999999,0.12489682712160603,0.050735860841399014,0.3271970637312298,0.5193201699570816,0.2227667829794009,0.3554637858117814,0.03827491041996338,0.5020953041866175,0.2949500447015279,-0.10817932269287342,17,0.0005081272215516084,0.0009149371704369825,17,-0.001590371994597165,0.011178053316265419,0.11614462501611826
2017-11-01,0.9999999999999998,0.6166188720275311,0.5740469188151963,0.6256854609166786,0.7446220394737254,0.6116759313436273,0.687706548556333,0.5923530865505803,0.31749342358927296,0.38483959659372424,0.5111106061800762,22,-0.0001817991659773396,0.0006221787690348696,22,-0.0035691476118281276,0.011012963574057047,-0.1597141835454213
2017-12-01,0.9999999999999998,0.08653905341477856,0.24270283669949974,0.48780622578186517,-0.07484362493649761,0.12869624078169611,-0.02485848955253731,-0.21952544793160267,-0.39030662946713274,-0.16408926106833652,-0.3041725456104778,21,-0.0006840135838067191,0.0003005302756492977,21,-0.0009480344565443713,0.00984517804557223,-0.23669050076815518
2018-01-01,0.9999999999999999,-0.10897966782295036,0.3306646910532791,0.09477653628144811,0.1432940767664572,-0.006698693671063708,0.04735370416643601,-0.013429487361796985,0.1858781661853295,-0.243246824982569,0.0742811065516262,22,-0.0009010568378651549,0.0003599823606882182,22,-0.0021272189550055635,0.008944205968969107,0.21111661983274121
2018-02-01,1.0,-0.26042764561193743,-0.06874651286071153,-0.0006486438750197287,-0.056629903234184945,-0.027423878745255918,-0.03180448204899398,-0.034237810508558036,-0.038716453029694266,-0.03620628213547908,-0.033300246565780824,15,0.0006360990410770393,0.015365447728784508,15,-0.0034840111047012515,0.021540302026455262,-0.6219573320580415
2018-03-01,0.9999999999999998,0.12259386942151437,-0.12954052042706232,0.00019287917529807005,-0.18337642417235572,-0.08891042614813616,0.013481203983797192,0.048937585081601225,-0.30072632994688886,-0.13752444854742296,0.18573911311216393,22,-0.0016547574501290367,0.0009718949959793474,22,0.002168921779709691,0.015702631126952266,-0.3069423231502693
2018-04-01,1.0,0.078455672422313,-0.25354729600816356,0.133533623167959,0.06114378289082531,-0.342813826439767,-0.2328853987059841,0.21351332937499443,0.032094541345798464,0.022637636524579084,-0.0025685986638696104,18,-0.0013269635587962055,0.0004529573826378933,18,-0.0024795017878418177,0.011460845872645878,-0.20645650393126352
2018-05-01,0.9999999999999999,-0.02184130071517281,0.3193247536259035,-0.18326784008301386,-0.1266227042948214,0.04155809757623846,-0.20627029290949514,-0.06856516426580761,-0.07584074118511065,0.00863848742070444,0.0036999738575206756,22,-0.0010900539804251169,0.0012782001782595082,22,-0.0002234319761152544,0.012758096228310565,-0.3088488398010135
2018-06-01,1.0,0.05253170359073416,0.04507953154202715,0.0016751128990532735,-0.03993679376522351,-0.016363362030546346,-0.008135701459286888,0.02120991250104001,0.012979880209352226,0.007157246990573913,0.06920063614304171,20,-0.002410717165559905,0.0029481195379595982,20,-0.005666747752098665,0.02155547776652554,-0.15383599731275507
2018-07-01,1.0,0.2542056389233933,-0.18809833420804203,0.03348999663723538,0.15085524196948366,-0.014893272951550606,0.1398913345791384,0.21266047462851428,0.22347738761009472,0.2736009667967569,0.3206212409583058,22,-0.0011704660948468999,0.0006901907536039759,22,-0.00045763696520872277,0.014378642029004077,-0.0995827770337416
2018-08-01,1.0,-0.23505121563064904,0.42755819183270216,0.01976186457293562,-0.05357102720554849,0.3442100241778964,-0.4131149445763458,0.33670320434841045,-0.16339545318204574,0.041735044871937306,0.218579840521693,23,-0.0022538836374522654,0.001002756429036052,23,-0.0035636826006320483,0.014199947543541116,-0.0053116833992988555
2018-09-01,1.0,-0.39911750169346255,-0.10129158360711792,0.009817983386708168,-0.1451715427799054,0.25741039935508,-0.2275179623652858,-0.07212708173655792,0.42629855977796277,-0.5134273283204026,0.19099107532408738,19,-0.0024078610483843736,0.0008489949146520845,19,-0.0006549327747745475,0.01090478114492045,0.09829950500629432
2018-10-01,1.0,-0.11341326819620058,-0.002592176856234666,0.2987605315043548,-0.2015117644605401,0.2503593309219132,-0.14877751681048887,-0.2455526891952562,0.09310479354070987,-0.032907728805909836,0.014676782408599922,18,-0.0032358647663743886,0.0033872913092453404,18,-0.00530316469963449,0.025782407272198975,-0.05935906864745721
2018-11-01,0.9999999999999999,0.7733944250790576,0.6246859185550911,0.6206473731977732,0.5112073459391319,0.5539859690349846,0.5286968855316589,0.6090664284693351,0.5254351089576209,0.4213714410455233,0.4085807599038682,22,-0.0020615822498309044,0.0015430541823783306,22,0.0023201672874897357,0.017036824468792268,-0.3332504467504478
2018-12-01,1.0,-0.3569572138579364,0.3824187668194523,-0.21397373122748006,-0.05335069849215521,-0.4433788613416719,-0.027792177269752805,0.05825824095192251,0.12593786145852132,0.22418021608797734,-0.020226084718377516,20,-0.00142690146205583,0.00044973648060683667,20,-0.0021245344681570756,0.012691837370546305,-0.25563611691091775
2019-01-01,1.0,0.2692552691843977,0.33847093579856385,0.4348418008267855,0.196862965613788,0.4706410111423689,0.1850007523181635,0.5653972795988451,0.24693108057043497,0.2649018462821264,0.29527962760944965,22,-0.000954567273610277,0.0004697801783753373,22,-0.0014371714792654723,0.011874887138889973,-0.42436939594897227
2019-02-01,0.9999999999999999,0.029753552221131643,0.08955897972704605,0.09888257286645541,0.1149666101678403,0.555421745188708,-0.08534428449804278,-0.028963975700563065,0.08480660884255009,0.36268457680234284,-0.0008289441351557735,15,0.0010324470044313103,0.0025873558331510316,15,0.013284399139240134,0.014701333003818417,-0.3837506557530443
2019-03-01,0.9999999999999998,-0.3243941104867146,0.4799684581826942,-0.264156988762022,-0.1210630222760744,-0.07958637301070078,-0.15072854319297546,0.041266864113440396,0.14098717339021566,-0.3037271403260799,0.2454493524687877,21,0.0015683961434602527,0.0037159113638352186,21,0.005133207122129134,0.02165337793709048,-0.1489646823430485
2019-04-01,1.0,-0.3448561382688827,0.5215484699504808,0.05493757946932728,-0.044302496570290374,0.2518952598359776,0.1371396056220205,-0.20430004384861494,0.39873973723197914,-0.20973232566582464,0.31213195057360477,21,0.0021908620035259426,0.0025581701309568606,21,-0.0024073207730404174,0.018320643399515325,0.015481755651700343
2019-05-01,1.0,0.48137614442919446,0.5373941915903631,0.09333389637280666,0.027367804303998756,-0.20301930227751244,-0.23896896723523617,-0.14035382558422274,-0.2859494734097694,-0.17489959481870362,-0.22091492461632434,20,-0.00042777852327376505,0.0037182094792302146,20,-0.0021676127028727255,0.024546617290818997,-0.31320982612630843
2019-06-01,1.0,-0.010179403793885945,0.07304158459015375,-0.040056417467526424,-0.28505882847365394,-0.07744655996169593,-0.22006150789276593,0.2142624050331507,-0.055451889896165285,0.014677816497374466,0.1850766430663338,19,0.0013450447177154631,0.0005465256689350363,19,-0.00020187823870482582,0.01567863993907889,-0.30084328661075666
2019-07-01,1.0,0.459776780718283,0.4326116107779706,0.44320666273053444,0.48728762516341,0.4908838063848301,0.4821036614212965,0.4316725467746568,0.4261009476224781,0.09136415302983236,-0.09716258310486203,23,0.0007926515041127522,0.0012265057919245315,23,-0.0010543905036717654,0.01445756447698402,-0.06125557934514594
2019-08-01,1.0,-0.08018285518108706,0.3889387945019444,0.19376375443897617,0.11094051036096395,0.33549773598746924,0.03148661880465788,0.27667223320389633,-0.043115989266076286,0.3708246685045656,0.0045107290196816745,22,-0.0017787900306211316,0.001186255006346904,22,-0.0005618725474672595,0.013355319111159789,-0.1716114352934381
2019-09-01,1.0,-0.03268277340527555,0.28832671887001515,0.08536177565335142,0.32314192581330775,0.05867428625716456,0.10348156209636165,0.1373287837966341,0.07042518150480528,0.07961431759831418,-0.019662933103615388,20,-0.0011408981291785518,0.0016464967031878997,20,0.0007960930942299708,0.014780869182602274,-0.40909112577938944
2019-10-01,1.0,0.3826193266380666,0.10523996101626912,0.05338933614941474,-0.1980971511821207,-0.18171842787450834,0.061682038881421826,-0.06570150926653198,0.13809447156097157,0.44013856279980856,0.18166710085322665,18,6.693008088664171e-06,0.0003731336053725568,18,-0.00020572936473274957,0.011437997417249183,-0.5866108440899098
