,"tautocorr(signal,0)","tautocorr(signal,1)","tautocorr(signal,2)","tautocorr(signal,3)","tautocorr(signal,4)","tautocorr(signal,5)","tautocorr(signal,6)","tautocorr(signal,7)","tautocorr(signal,8)","tautocorr(signal,9)","tautocorr(signal,10)",tcount(signal),tmean(signal),tstd(signal),tcount(label),tmean(label),tstd(label),"mycorr(signal,label)"
2008-09-01,,,,,,,,,,,,0,,,0,,,
2008-10-01,,,,,,,,,,,,0,,,0,,,
2008-11-01,,,,,,,,,,,,0,,,0,,,
2008-12-01,,,,,,,,,,,,0,,,0,,,
2009-01-01,,,,,,,,,,,,0,,,0,,,
2009-02-01,,,,,,,,,,,,0,,,0,,,
2009-03-01,,,,,,,,,,,,0,,,0,,,
2009-04-01,,,,,,,,,,,,0,,,0,,,
2009-05-01,,,,,,,,,,,,0,,,0,,,
2009-06-01,,,,,,,,,,,,0,,,0,,,
2009-07-01,,,,,,,,,,,,0,,,0,,,
2009-08-01,,,,,,,,,,,,0,,,0,,,
2009-09-01,,,,,,,,,,,,0,,,0,,,
2009-10-01,,,,,,,,,,,,0,,,0,,,
2009-11-01,,,,,,,,,,,,0,,,0,,,
2009-12-01,,,,,,,,,,,,0,,,0,,,
2010-01-01,,,,,,,,,,,,0,,,0,,,
2010-02-01,,,,,,,,,,,,0,,,0,,,
2010-03-01,,,,,,,,,,,,0,,,0,,,
2010-04-01,,,,,,,,,,,,0,,,0,,,
2010-05-01,,,,,,,,,,,,0,,,0,,,
2010-06-01,,,,,,,,,,,,0,,,0,,,
2010-07-01,,,,,,,,,,,,0,,,0,,,
2010-08-01,,,,,,,,,,,,0,,,0,,,
2010-09-01,,,,,,,,,,,,0,,,0,,,
2010-10-01,,,,,,,,,,,,0,,,0,,,
2010-11-01,1.0,-0.5020909426817757,0.1851465978410557,-0.13752533157040409,-0.042617750451561416,0.0986322729448017,-0.21158496873701682,0.4761241575635478,-0.3539523375274895,0.3093229807427097,-0.13159878958804078,20,0.001683621510795355,0.0037506219082338596,20,0.0047162315457782095,0.027412186890817026,0.05261171333045469
2010-12-01,1.0,-0.8376596202103984,0.7741848215754059,-0.7030672156270238,0.7828132961215967,-0.8002964978583407,0.7207948712794877,-0.689683268091524,0.6492051727438916,-0.7235509632644161,0.6706188627381855,23,0.001614803652593704,0.006329302249715721,23,-0.0016439694066432788,0.017496284079909868,0.08058340721465453
2011-01-01,1.0,-0.6526230461073352,0.5199972930218716,-0.4917266885768527,0.526499553466136,-0.5154953064205847,0.4578345308494887,-0.6008162221194866,0.611599844174394,-0.6912926313117773,0.694855286970485,20,0.00032380029113295006,0.005930337169903109,20,-0.005013472658183705,0.017853666095416755,0.10791024894800309
2011-02-01,1.0,-0.5201153103873256,0.3836953565327885,-0.24346967897333466,-0.3331651890895323,0.27216325836546995,-0.2569885586669729,0.11813801086039917,0.015115025699314064,0.061169255012694546,0.08921252195303121,15,0.0021673540384905352,0.005222627878274211,15,0.004427072778220147,0.015534775893905324,-0.04246112828056589
2011-03-01,0.9999999999999999,-0.49502496070923935,0.4440505707859616,-0.32998924807412927,0.3023984523471757,-0.2537591722481961,0.21855456928765254,0.07456762593596274,-0.20589932357621699,0.17997825789641664,-0.26436174129541573,23,0.0005645733322108696,0.002969935481020989,23,-0.0037758441471576394,0.011396428158358963,0.059248196313182094
2011-04-01,1.0,0.23566031086968958,0.23080394831950862,0.4462489225978299,0.10046623805822981,-0.09501769262142265,0.2208003005634799,0.03609009756674461,-0.17881711743785947,0.019165918341991144,0.29602570236391745,19,-0.0019829460232464228,0.0025233607637907295,19,-0.0052416774268976415,0.01564660955495361,0.01971229523203721
2011-05-01,1.0,-0.0760389021599291,-0.02012106040905869,0.2118003612909246,-0.011732657202278144,-0.16286967282125547,-0.05637076611028314,-0.10057349994370515,-0.3160038393910974,0.0027724412044666676,-0.07257785772552686,21,-0.0029115819586341377,0.002098951238434136,21,-0.0035967435052187907,0.017026455109327113,-0.3271892271084132
2011-06-01,1.0,0.08861345948869703,0.22814605787364417,-0.28655222557094195,-0.13801769122695887,0.12744965778207173,0.13191278902572215,0.30594816913107337,-0.09579209811523429,0.5022267349436232,0.044924242739143715,21,-0.0025405705344992854,0.0007877843023185097,21,-2.2511723399009455e-05,0.013730167494248076,-0.0790270519092914
2011-07-01,1.0,0.24004906026297798,-0.13967640895017172,-0.19149853030135044,-0.043062106958486134,-0.16002328668222326,-0.2459770737303594,-0.12116095854697881,0.2819781482883908,0.13161869440125534,-0.09660614603145304,21,-0.0014701076597438537,0.001730419249640123,21,0.0036484629695846195,0.016333992437605662,-0.1663445234854229
2011-08-01,1.0,0.3766814199061592,0.09875254587031977,-0.4321202914761929,-0.31699198969394976,-0.4589839010015339,0.0038882064336198405,0.03984888870422992,0.36795391238599745,0.27188066840532155,0.3432127783179153,23,-0.00111417199360052,0.0017837691229751493,23,0.0003895766200634913,0.01692529747574234,0.20166204558937526
2011-09-01,0.9999999999999999,0.06523906965660974,-0.40725523755110254,-0.17979245781337774,0.3503343510917036,0.039354005606190436,-0.3275987224555863,-0.1605249710582211,-0.07302124485716878,-0.08034555962343373,-0.012629973070188549,21,-0.0015626795133321342,0.001615197721126766,21,-0.007263832091457991,0.01662741648136369,-0.2933235467914685
2011-10-01,1.0,0.3921837296639344,-0.02989044149881604,-0.06817037666380554,-0.11851380594435697,-0.31120980028397555,-0.5747209088796437,-0.014444223632301165,0.3425207317138724,0.5553373795111041,0.4743882873176471,16,-0.00015911936111136248,0.0030449959008135644,16,0.00469142188889505,0.020452460055807635,0.33985560672013476
2011-11-01,0.9999999999999999,-0.1513588868460027,0.05193546524833218,0.397946023682926,-0.3414188818404537,0.0718567017186229,0.03514352188927564,-0.2849520439949759,0.15047717863191856,-0.23185376157619478,-0.18783165444839164,22,0.0010354385504203654,0.003043091222580772,22,-0.000789804392159741,0.019267083392042524,-0.25566435416356703
2011-12-01,1.0,0.00018990630791271382,-0.214949109370713,-0.10987133763374814,-0.1255936876735244,-0.026473478340545458,-0.06100539843093905,0.04614978460483462,0.21238056647391,-0.27459118381150227,0.209706597594366,22,-0.002314204079836941,0.0019896849456531177,22,-0.006308635855510224,0.02007386389985521,-0.054823276731102856
2012-01-01,1.0,-0.5219009215420573,0.20876519366758509,-0.39236700478216374,0.2980865499311005,0.25000543058642144,-0.02383137717858388,-0.3814010564523196,-0.2760407210349569,0.12180073405027503,0.45242982661698244,15,-0.004426135482116694,0.007718573201155218,15,-0.007827989274111153,0.035186411038289185,-0.07870988992793897
2012-02-01,0.9999999999999999,-0.8850741333098572,0.9599524185053472,-0.779824080026585,0.8986811086254192,-0.7970371378646938,0.8049148620992509,-0.4719418814054453,0.5294117528167491,-0.45958550118688796,0.4584377898343559,21,-0.0023601802916757386,0.005383474426536486,21,0.005971116592200153,0.014478054720769198,0.14792040100498516
2012-03-01,1.0,-0.5372439889997657,0.3781044745783827,-0.49877513194273215,0.5550678295047455,-0.5350810585344971,0.5278931243006849,-0.3322344405625411,0.08772471120700583,-0.31990085519067835,0.4219109698731891,22,-0.0009096244559338317,0.0035330015959083878,22,-0.0036554100754479595,0.020251721555692583,0.22871341121946054
2012-04-01,1.0,-0.831411969565657,0.6965160430311577,-0.666566408588432,0.5047223050324959,-0.2498298240965185,0.22131615257921303,-0.2735017720626747,0.16683439934258815,-0.1376151218751323,-0.022454056650867586,17,-0.002109471868433106,0.0040712587339242256,17,0.0005702732735565591,0.01797252238046971,-0.03405602012482143
2012-05-01,1.0,-0.4883590842140217,0.18451320525371295,-0.04117502064893451,-0.01987567298281675,0.07578415744345793,-0.02458658061167894,-0.13230926486169636,0.0982653789518158,-0.24033151768069602,0.3643341215227433,22,-0.000757932549103609,0.002435637761473224,22,0.0031596962954291183,0.011867339474661284,0.1360556336303782
2012-06-01,1.0,-0.384049330156448,0.1766313347886734,-0.010702864331173179,-0.036414257416811556,-0.21159154524560383,0.22781511483753625,-0.2618156774723971,0.1621109897140212,-0.005001221665099572,-0.19926003524968186,20,0.00014405234069380496,0.0022557980250061064,20,-0.0005317852103439947,0.01303417705859496,-0.02005087235785808
2012-07-01,1.0,-0.39462481074658406,0.0850058121062219,-0.13043877526219916,0.06756134251418998,0.18008433414819727,-0.332885900349862,0.31315862726013216,-0.015975747779970066,0.09646283522901891,-0.10577329531311282,22,-0.00031772057392833727,0.0036775451011027017,22,-0.003221546754490277,0.015891186530071,0.16769487672764052
2012-08-01,1.0,-0.4820347817532104,0.20267833563563933,-0.15465693515760823,-0.046930334257476024,-0.10550221073368958,0.003849790696505753,0.1880769802799738,-0.4604906302588596,0.2670551359782432,-0.30520048374362424,23,-2.8086787305907373e-05,0.0024104417526137783,23,0.0018650001690248567,0.0156840320662637,0.052401914376926775
2012-09-01,1.0,-0.3847269482472084,0.060346673158595834,0.19592526054196002,-0.002313364689740124,0.026183805378112334,-0.42400568606982275,0.5234554163550256,-0.394514925551079,0.23403258661989534,-0.2755775664706957,20,0.00021725524666089502,0.0034585370275768725,20,-0.0012168734275839498,0.017391019899613506,0.4572818222359432
2012-10-01,1.0,-0.8599834100910985,0.8004650080228914,-0.6342813475578015,0.5134746939436685,-0.5912276706349682,0.5700773851042055,-0.47824247654124663,0.30856981518944854,-0.17187565363145335,0.2634854197709739,18,6.497300058430549e-05,0.00518521964318151,18,0.00016168472295410518,0.012271654457099565,0.03866494857583421
2012-11-01,1.0,-0.6336510264540404,0.6300803029427426,-0.4600870479334948,0.5795319585191022,-0.5096604587460181,0.5637554391818768,-0.6413316002906257,0.7508451336750716,-0.6768820977760935,0.7275787398468413,22,-0.0016051241675810242,0.003321898270024181,22,-0.0059513745796460635,0.010697351884553955,0.12291760034532562
2012-12-01,0.9999999999999999,-0.40168821824711803,0.1377307666621491,-0.013374972818235657,-0.13368822670466518,0.18567471164608645,-0.34152250412049934,0.1929864229101716,0.22854446566311726,-0.463165632788753,0.3360175140514028,21,0.00011278346178252382,0.005413666589936472,21,0.007739859910176824,0.01578147825572513,0.04458589916829859
2013-01-01,0.9999999999999999,-0.21555027593794215,-0.3337073884848935,0.32778557900074135,-0.08052989799496582,-0.38247269168750564,0.3770459475584621,-0.07933161685996501,-0.07656641680647232,0.030336103247001783,-0.09911757208599459,20,0.0012173287419381424,0.003218880435078761,20,0.0041739271007901,0.017251178927918564,-0.07298300301303544
2013-02-01,1.0,-0.45017047514034003,0.08285714930564023,0.039469893157710184,0.027757689502529114,-0.33535677763451494,0.4570047419655222,-0.05575821995163854,-0.024425893566282907,0.35508084708315296,-0.19143566203241474,15,0.0019210339984509733,0.0029829526633288967,15,0.006936349000266274,0.015357976607414397,-0.5336698170341403
2013-03-01,1.0,-0.030544586659224784,-0.26843559076314233,0.5821931206966756,0.24349627791075804,-0.48952930439914183,0.26604872138949326,0.12948188640999322,-0.6930493267866817,0.3297493540488934,0.18163525136368913,21,0.0021802346271963375,0.0006652474390175334,21,0.0002954906506861332,0.01774845898777555,-0.38674952482184105
2013-04-01,1.0,0.7473007616642208,0.3501344572327483,0.17979976041099588,-0.01091091051096445,-0.20071806680603257,-0.11547561602228341,0.0398328868464659,-0.15422614831535753,-0.28217052168818674,-0.052913413527601365,18,0.002383980377595478,0.00042272799644083985,18,0.0014504802992941397,0.019534067681544854,0.1791612413902154
2013-05-01,1.0,-0.23299778199545823,0.0377892251239766,-0.15336977372609265,0.004104472871389143,0.07741573208681171,-0.08364704386989268,0.06395208082134451,-0.13458994654830875,0.028199025223722897,-0.005286245228896417,22,0.004834652950038783,0.0022177520627005543,22,0.008532172319643153,0.01798058163711253,-0.16619435228558807
2013-06-01,0.9999999999999998,0.2301202866118475,0.10333682209806568,0.19909232300447816,-0.008279195745873347,0.1401563478711261,0.11920966919286445,0.396531761362037,0.24607972974051256,0.01184690267082201,-0.17289481630859102,17,0.0039581772382319596,0.002347886865403616,17,-0.003463797456942871,0.024723784913374566,-0.21142139591048434
2013-07-01,1.0,-0.7129240489558272,0.6156336162599824,-0.621365472244875,0.31460831730463273,-0.3339762614871135,0.04049621140543217,0.2480874654381594,-0.16821504920048896,0.4498570317012322,-0.25051575750013755,23,0.003219105801535491,0.0030443919099710035,23,0.004964186773849205,0.022239084610768525,-0.012682982654579778
2013-08-01,1.0,-0.40154735493923976,0.4101122935184178,-0.615447731089323,0.5069993229401486,-0.5085066475328947,0.34907773452997454,-0.1905663339078495,0.22138800065000114,-0.11639974279267343,0.04033511221010633,22,0.003626838136064646,0.001738252021007315,22,0.002004568500926182,0.019525889513359315,-0.3837886245758492
2013-09-01,1.0,0.6382543922190791,0.11883473630411265,-0.19245631533689875,-0.34013364139009394,-0.20239156243067008,-0.041328297869294185,0.07773638272805396,0.16274149940464674,0.07814455562709005,-0.2013579443380612,19,0.004475676436933296,0.0023738999873992965,19,0.007548140984617713,0.016932621974636006,0.09198143654624107
2013-10-01,1.0,0.050026417793239956,-0.36686672272673715,0.046231377824766856,0.3014419565821193,-0.19471478877525272,-0.37917228103553907,-0.0029934050367131557,-0.0969573100331085,-0.18428342003143913,-0.4186520999412985,18,0.0013005220139948057,0.003479655403702972,18,-0.005653317720022373,0.021564654249209954,-0.3544830625850415
2013-11-01,1.0,-0.35342893050886054,0.37368402649302934,-0.3042969713006086,0.44569884309053687,0.04033098650244252,0.0766483963491189,-0.08968702998280013,-0.248221158899116,0.1511901403879171,-0.38236359577088386,21,0.0020030000400033093,0.00214343402750842,21,0.0048080895949624575,0.014295976766332126,-0.004953231851785482
2013-12-01,1.0,-0.3304551994737475,-0.0025732043001421845,0.007226530774423831,-0.10402868713805306,-0.022936983605994072,-0.13177374099201097,0.06878847093466145,-0.07884821203205884,0.14004485873612427,-0.17293812842498962,22,0.0010065780998863272,0.0015783202243364561,22,-0.0021236527360618293,0.023244059895660613,-0.3661255881159769
2014-01-01,1.0,0.37422186673600444,-0.09383566008862446,0.08464588616288629,-0.014833561175883178,-0.4294541590316852,-0.5474508722052327,-0.17758037792104986,-0.07338519674034295,-0.4153924239243096,-0.08667001297496395,21,0.0009666093880283506,0.0014382410634969825,21,0.006524175265526738,0.01720332353349683,-0.5290924743309053
2014-02-01,1.0,0.004823907909080156,0.46467524731877397,0.07597118290275807,-0.17166122488046834,0.11248986834961719,-0.12553597575365907,0.0565706308765615,-0.2744799984595285,0.20685693581849082,0.09469018044512825,16,0.0020498778954679314,0.0011071226454889295,16,-0.0026058324536120123,0.021860307502512413,-0.16141567561935813
2014-03-01,1.0,0.4078520619110429,-0.11038063509398774,-0.10314601409173314,-0.021850050116342546,-0.11280053063605056,-0.0952249262762145,-0.08081897169761432,-0.1582826632759058,-0.03517985560765729,-0.29132997353911705,21,0.0015637444303229571,0.0012905911610701527,21,-0.0036935597103927723,0.018439714876024766,-0.17615723963395574
2014-04-01,1.0,0.560343576717399,0.27470704488883835,0.01074247951062045,0.052984916440284725,0.3563807129168681,0.21711651961153144,0.18458724173290253,0.25980953867680656,0.08325905003378019,-0.2135420389057997,21,0.0010810151157418302,0.0009785501891695623,21,-0.0016266041040818428,0.013159721219105793,0.3169905582769538
2014-05-01,0.9999999999999999,-0.6235272810605516,0.48889018546053803,-0.3732282636191382,0.39030391103042744,-0.22408176384030046,0.08324491495743389,-0.253770817905734,0.26048233252858327,-0.3569794995864545,0.21336363824032126,20,0.00045378351227131004,0.002599899709488303,20,0.0013424657196727293,0.01489519913522736,-0.11565469241445428
2014-06-01,1.0,0.0038320862693515725,0.34214301432091077,0.10898563372835732,0.03614796136778656,0.1196856277621913,-0.02338882564713175,0.20106285330947854,-0.10051934826752174,0.08042515714339693,-0.04974266152760517,20,-0.0006053007005947838,0.0012497201638888955,20,0.003180840513825675,0.01417113302854274,-0.2800211318628202
2014-07-01,1.0,0.0628401273406217,0.00015615896247037032,-0.05365537883763971,-0.010125704700278454,0.0734416049167954,0.12393739913108755,-0.21967416088320807,-0.15544162055022284,-0.2541197728985256,0.07610928167105496,23,-0.001152682431063979,0.0012817343932110272,23,-0.0019034316811389217,0.012915593793355098,0.19173852234245908
2014-08-01,1.0,-0.17472606948455804,-0.35618479106504014,0.11474124963740973,0.2703149982878578,-0.15078012105654726,-0.17178804474461626,0.18125769408577982,-0.19680550153064266,0.21768720822223822,0.2229280468411158,21,8.756656378905238e-05,0.0020692125529616786,21,0.0027498984567629996,0.012329489513643934,0.12446144932796295
2014-09-01,0.9999999999999998,-0.4161655595370546,0.04286231865210312,-0.14808757095545036,0.0316730405199824,-0.2573059252439019,0.2592786181523917,-0.19881809069903025,-0.008530273631985977,0.055598772905938405,-0.009013258903311111,21,0.0014630710002014045,0.0020771479777399815,21,0.003740351298177748,0.0109047527175138,0.1529008327578993
2014-10-01,1.0,-0.19016404194548744,0.09938654976734962,-0.576915922038453,0.05597236222516116,0.12751483201555314,0.0811640229254283,-0.08324870325448407,-0.10741500992223037,0.24895906122167363,-0.08646160278102992,18,0.0017023751217849778,0.0015523396632757954,18,-0.0010041288714219719,0.009804683656767593,0.2066009008998537
2014-11-01,1.0,-0.5674624670481363,0.43604068922531214,-0.22039642453971042,0.007777123537007678,0.16949073694711364,-0.37116276331594844,0.3984710043915817,-0.299582910815887,0.1667354127499427,-0.39331788223421393,20,0.00076223340191047,0.0028915991108878145,20,0.0018672000920085107,0.013646874406633012,-0.22323364334108103
2014-12-01,1.0,0.058060388922219354,-0.1518061084221759,-0.24324230649371364,-0.20571415901153525,0.11098497096143921,0.10699934630700743,-0.021263987405593213,-0.2190854351258685,0.39480068124088047,-0.15191840099424264,23,0.0006742248582252566,0.002743449628060756,23,-0.0028329526345181487,0.021982345725319173,-0.19028680725093947
2015-01-01,1.0,-0.34222000072113123,0.10773600707244635,-0.39260566657236534,-0.06445067972336846,0.05189232235301115,0.0590354835530624,0.03578600969017268,-0.02658139134743064,-0.5180282491845447,0.40816563126790534,20,0.0019438577632359798,0.001659532809567701,20,0.00663400041970279,0.01957733757920339,-0.35044411699508665
2015-02-01,1.0,0.3716782491425372,-0.07813079409815568,-0.2767488262324124,-0.4287509114059578,0.3856772688097647,0.6288470711068715,-0.15493795353561848,-0.2659028253367292,-0.20137579510427006,-0.2080329459463689,15,0.0019119361602115998,0.0008513796718802506,15,0.009157664728777328,0.016493506136421907,0.1423703908545526
2015-03-01,1.0,0.07033226512819715,-0.07220102772944045,0.022524211977847344,0.1181088879065273,0.2557631222887295,0.19546977499375248,0.13928061415258608,-0.42964930375719096,0.1967176388665917,0.26345248728311715,22,0.003496230265674937,0.001383544903477808,22,0.008708215943126091,0.020469785662459574,-0.37277481750621955
2015-04-01,1.0,0.06095458631735646,-0.19025257807469173,0.24158312588964256,0.17691195550086264,-0.30604596147380986,0.2892303976682375,0.4194481860878694,0.36779115351973013,0.01917691202901598,-0.034863579435194,21,0.005575864732702415,0.0009755534925624825,21,0.009618995081125264,0.023688639099742417,0.1353208137552334
2015-05-01,1.0,0.37458108287393804,0.09721627671860732,0.07080574599711766,0.2915011780576251,0.3098492907062561,0.32421723159170607,0.3661209157679578,0.4389692781104124,0.002522426191949791,0.012218072532285509,20,0.00751025163493958,0.0023657939388435404,20,0.01074225375403629,0.029081668107493044,0.05700509415510824
2015-06-01,1.0,0.5513095066417857,0.2817573988483024,0.06968417381315226,-0.06248470452521884,0.12671105711408243,-0.031786334246402384,-0.4129735364335291,-0.26615495960690444,-0.3184233556055423,-0.2566120605399754,21,0.0035511215796423237,0.0075495570837853096,21,-0.010218722509122348,0.044835466986815155,0.1347959456947626
2015-07-01,1.0,-0.324704905791887,-0.1482969271098804,0.045831085566582365,0.14987233320400173,-0.12828745925568033,0.11206861865710452,-0.05948293652627152,0.2212903436173485,-0.12119351956876234,-0.29456692704312504,23,0.0027269376680266826,0.012739944188469547,23,-0.0051406263383606534,0.03829140266534927,0.26966447509399727
2015-08-01,0.9999999999999999,-0.26410277536543114,0.42675961767998566,-0.41652203162710083,0.19276158308668476,-0.11770054919583375,-0.06100196478965305,-0.03089432328852581,0.011897737505396525,-0.00626756698807202,-0.3028045176629031,21,-0.0005074521550104711,0.012018540840564335,21,-0.011453339631052826,0.04486097824473028,0.06102317938406311
2015-09-01,1.0,-0.31925277531092233,-0.14904828276504087,0.1230384397410177,-0.3889122730621013,0.15473578702231092,0.3832809456015928,-0.21391507772334706,0.24546077218500872,-0.15332689059550292,-0.519355950961713,20,-0.0025540958078232,0.012775763045917245,20,0.002103488485594695,0.038731135514398385,0.15035069502566764
2015-10-01,1.0,-0.6259054255254468,0.15863527341318864,0.2485821389899991,-0.5438737437221202,0.537279270725896,-0.17368445105987818,-0.3479634239953248,0.5922137699138373,-0.4661349383308555,0.09268480156571755,17,-0.0010321187251348762,0.00941743329818832,17,0.010230238046687887,0.030237008768857317,-0.1298320692336466
2015-11-01,0.9999999999999999,-0.4513834196866063,-0.05701799274972304,0.04043968237438058,0.26373358319843343,-0.48887006669490574,0.24132277020909687,-0.19037706473976934,0.09821913115116296,0.1596036307441815,-0.3891257274746218,21,-0.002186496680282271,0.006691003668459643,21,0.0035942631815915893,0.028816778474217646,0.04491541444765361
2015-12-01,1.0,-0.704451773348216,0.5732207466024426,-0.49404488106495026,0.2648146283346952,-0.45185378346132654,0.4930110374682816,-0.4805980863986572,0.5671614934134508,-0.5186460937519927,0.34473092817044987,23,0.0005855383507815999,0.004821394494343365,23,0.0006694646194606083,0.014932474622286359,0.47951957233079323
2016-01-01,1.0,-0.3929507829766715,0.195259432376757,0.09551387733876814,-0.02289025530751054,0.0904388297332257,-0.22078788526612975,0.17463154798942793,-0.0832965099906791,-0.2506288781365956,0.010065527289709887,20,-0.0015510240217664472,0.006687565639897739,20,-0.015413210399772604,0.04295839259100033,-0.19299309466484024
2016-02-01,1.0,-0.26042502429812087,0.27273326032335604,-0.3230577503075597,0.21256026814325651,-0.059735728261138814,0.013620811383720496,-0.2475414689457052,-0.16965843897574667,0.21594668136227038,-0.33951961600428404,16,0.0003645420089901562,0.004061779998695064,16,-0.003676638459146837,0.031012825095477262,-0.009509192009586338
2016-03-01,1.0,-0.4204036360847612,0.2550058883630184,-0.2467296757466482,0.35946571162535884,-0.10020463917435153,0.0029984285158321583,0.05614034353780525,0.07546360503661688,-0.0695808562375362,-0.05748478071438738,23,-0.0016488038838470569,0.0039085046390654075,23,0.007580896547131797,0.02650785653393981,-0.18660517782454822
2016-04-01,1.0,-0.49529377387581547,0.04019165721559047,0.25615247627068727,-0.036892883840481436,-0.19698144633313439,0.24574275678017063,-0.07618003961605999,-0.19647618129099906,0.1578753174162729,-0.04689423976760308,20,-0.001960594487441775,0.002007768425591781,20,-0.002274765544602565,0.019019965624189224,-0.13578017610627754
2016-05-01,1.0,-0.5427923889776446,0.49506724101412275,-0.3424868895690176,0.24035879129613222,-0.011194776887083426,-0.16735432202111375,0.2320561996775572,-0.27820683895291787,0.16068814733628445,-0.23470093515424348,21,-0.0027400442558605906,0.0022278236443077117,21,0.0004666073443559335,0.020751388075218525,-0.1048755636831205
2016-06-01,1.0,-0.0015200604110860649,0.4375343444180305,0.21352600851060105,0.24953531352826983,-0.127059813048194,0.40020946583316824,-0.21019044320172536,0.27595548346602244,-0.08630670371659399,0.253733314478982,20,-6.314631173470381e-05,0.0022951267128974205,20,0.0015497218934537847,0.019152417116358882,-0.05972029401324817
2016-07-01,1.0,-0.6690008697526617,0.11679147527239815,0.1815414559666768,-0.08925605716222604,0.05663331779590897,-0.10474994139917972,-0.10837685605370385,0.2708880852092414,-0.22175668565257503,-0.079200817675757,21,0.0006458947679140657,0.002417254206184166,21,-0.0023075155813387194,0.01486401982129688,-0.12984491282466745
2016-08-01,1.0,-0.03333895688614609,0.0352686487839603,0.0630770207168034,0.19139316168980502,-0.025213839859906734,-0.045479178414092165,0.2145165868317699,0.10752277843374523,-0.2310800123969267,0.05384861418906337,23,0.00020585589023109312,0.0008433725388736584,23,0.0013979408070793698,0.01031295541759156,0.018644565319868283
2016-09-01,1.0,-0.7987888002037893,0.57973748292007,-0.3077029324456531,0.3359421265734492,-0.2730311734043324,0.19906983530574787,-0.00025518986030519244,0.015982863908719388,0.09769869760773604,-0.06213264960153818,20,5.425755519353e-05,0.0012083076060996696,20,-0.00096417723051728,0.00920870508876134,-0.06627291737760416
2016-10-01,1.0,-0.6465916795287056,0.5124336715768355,-0.3692464561944838,0.1873455200784245,-0.1789673726056059,0.11771202183108445,-0.27590220993432785,0.47035390353003803,-0.7744208710376976,0.702634947959935,16,0.0005512980970451688,0.0012027076738262026,16,0.00028598593635633155,0.009316294631751121,-0.40599442192944013
