date_key,gain_whole_market_1,gain_whole_market_2,gain_000852.SH_1,gain_000852.SH_2
2005-01-20,0.0,0.0,0.0,0.0
2005-01-21,0.0,0.0,0.0,0.0
2005-01-24,0.0,0.0,0.0,0.0
2005-01-25,0.0,0.0,0.0,0.0
2005-01-26,0.0,0.0,0.0,0.0
2005-01-27,0.0,0.0,0.0,0.0
2005-01-28,0.0,0.0,0.0,0.0
2005-01-31,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0
2005-02-02,0.0,0.0,0.0,0.0
2005-02-03,0.0,0.0,0.0,0.0
2005-02-04,0.0,0.0,0.0,0.0
2005-02-16,0.0,0.0,0.0,0.0
2005-02-17,0.0,0.0,0.0,0.0
2005-02-18,0.0,0.0,0.0,0.0
2005-02-21,0.0,0.0,0.0,0.0
2005-02-22,0.0,0.0,0.0,0.0
2005-02-23,0.0,0.0,0.0,0.0
2005-02-24,0.0,0.0,0.0,0.0
2005-02-25,0.0,0.0,0.0,0.0
2005-02-28,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0
2005-03-02,0.0,0.0,0.0,0.0
2005-03-03,0.0,0.0,0.0,0.0
2005-03-04,0.0,0.0,0.0,0.0
2005-03-07,0.0,0.0,0.0,0.0
2005-03-08,0.0,0.0,0.0,0.0
2005-03-09,0.0,0.0,0.0,0.0
2005-03-10,0.0,0.0,0.0,0.0
2005-03-11,0.0,0.0,0.0,0.0
2005-03-14,0.0,0.0,0.0,0.0
2005-03-15,0.0,0.0,0.0,0.0
2005-03-16,0.0,0.0,0.0,0.0
2005-03-17,0.0,0.0,0.0,0.0
2005-03-18,0.0,0.0,0.0,0.0
2005-03-21,0.0,0.0,0.0,0.0
2005-03-22,0.0,0.0,0.0,0.0
2005-03-23,0.0,0.0,0.0,0.0
2005-03-24,0.0,0.0,0.0,0.0
2005-03-25,0.0,0.0,0.0,0.0
2005-03-28,0.0,0.0,0.0,0.0
2005-03-29,0.0,0.0,0.0,0.0
2005-03-30,0.0,0.0,0.0,0.0
2005-03-31,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0
2005-04-04,0.0,0.0,0.0,0.0
2005-04-05,0.0,0.0,0.0,0.0
2005-04-06,0.0,0.0,0.0,0.0
2005-04-07,0.0,0.0,0.0,0.0
2005-04-08,0.0,0.0,0.0,0.0
2005-04-11,0.0,0.0,0.0,0.0
2005-04-12,0.0,0.0,0.0,0.0
2005-04-13,0.0,0.0,0.0,0.0
2005-04-14,0.0,0.0,0.0,0.0
2005-04-15,0.0,0.0,0.0,0.0
2005-04-18,0.0,0.0,0.0,0.0
2005-04-19,0.0,0.0,0.0,0.0
2005-04-20,0.0,0.0,0.0,0.0
2005-04-21,0.0,0.0,0.0,0.0
2005-04-22,0.0,0.0,0.0,0.0
2005-04-25,0.0,0.0,0.0,0.0
2005-04-26,0.0,0.0,0.0,0.0
2005-04-27,0.0,0.0,0.0,0.0
2005-04-28,0.0,0.0,0.0,0.0
2005-04-29,0.0,0.0,0.0,0.0
2005-05-09,0.0,0.0,0.0,0.0
2005-05-10,0.0,0.0,0.0,0.0
2005-05-11,0.0,0.0,0.0,0.0
2005-05-12,0.0,0.0,0.0,0.0
2005-05-13,0.0,0.0,0.0,0.0
2005-05-16,0.0,0.0,0.0,0.0
2005-05-17,0.0,0.0,0.0,0.0
2005-05-18,0.0,0.0,0.0,0.0
2005-05-19,0.0,0.0,0.0,0.0
2005-05-20,0.0,0.0,0.0,0.0
2005-05-23,0.0,0.0,0.0,0.0
2005-05-24,0.0,0.0,0.0,0.0
2005-05-25,0.0,0.0,0.0,0.0
2005-05-26,0.0,0.0,0.0,0.0
2005-05-27,0.0,0.0,0.0,0.0
2005-05-30,0.0,0.0,0.0,0.0
2005-05-31,0.0,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0
2005-06-02,0.0,0.0,0.0,0.0
2005-06-03,0.0,0.0,0.0,0.0
2005-06-06,0.0,0.0,0.0,0.0
2005-06-07,0.0,0.0,0.0,0.0
2005-06-08,0.0,0.0,0.0,0.0
2005-06-09,0.0,0.0,0.0,0.0
2005-06-10,0.0,0.0,0.0,0.0
2005-06-13,0.0,0.0,0.0,0.0
2005-06-14,0.0,0.0,0.0,0.0
2005-06-15,0.0,0.0,0.0,0.0
2005-06-16,0.0,0.0,0.0,0.0
2005-06-17,0.0,0.0,0.0,0.0
2005-06-20,0.0,0.0,0.0,0.0
2005-06-21,0.0,0.0,0.0,0.0
2005-06-22,0.0,0.0,0.0,0.0
2005-06-23,0.0,0.0,0.0,0.0
2005-06-24,0.0,0.0,0.0,0.0
2005-06-27,0.0,0.0,0.0,0.0
2005-06-28,0.0,0.0,0.0,0.0
2005-06-29,0.0,0.0,0.0,0.0
2005-06-30,0.0,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,0.0
2005-07-04,0.0,0.0,0.0,0.0
2005-07-05,0.0,0.0,0.0,0.0
2005-07-06,0.0,0.0,0.0,0.0
2005-07-07,0.0,0.0,0.0,0.0
2005-07-08,0.0,0.0,0.0,0.0
2005-07-11,0.0,0.0,0.0,0.0
2005-07-12,0.0,0.0,0.0,0.0
2005-07-13,0.0,0.0,0.0,0.0
2005-07-14,0.0,0.0,0.0,0.0
2005-07-15,0.0,0.0,0.0,0.0
2005-07-18,0.0,0.0,0.0,0.0
2005-07-19,0.0,0.0,0.0,0.0
2005-07-20,0.0,0.0,0.0,0.0
2005-07-21,0.0,0.0,0.0,0.0
2005-07-22,0.0,0.0,0.0,0.0
2005-07-25,0.0,0.0,0.0,0.0
2005-07-26,0.0,0.0,0.0,0.0
2005-07-27,0.0,0.0,0.0,0.0
2005-07-28,0.0,0.0,0.0,0.0
2005-07-29,0.0,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,0.0
2005-08-02,0.0,0.0,0.0,0.0
2005-08-03,0.0,0.0,0.0,0.0
2005-08-04,0.0,0.0,0.0,0.0
2005-08-05,0.0,0.0,0.0,0.0
2005-08-08,0.0,0.0,0.0,0.0
2005-08-09,0.0,0.0,0.0,0.0
2005-08-10,0.0,0.0,0.0,0.0
2005-08-11,0.0,0.0,0.0,0.0
2005-08-12,0.0,0.0,0.0,0.0
2005-08-15,0.0,0.0,0.0,0.0
2005-08-16,0.0,0.0,0.0,0.0
2005-08-17,0.0,0.0,0.0,0.0
2005-08-18,0.0,0.0,0.0,0.0
2005-08-19,0.0,0.0,0.0,0.0
2005-08-22,0.0,0.0,0.0,0.0
2005-08-23,0.0,0.0,0.0,0.0
2005-08-24,0.0,0.0,0.0,0.0
2005-08-25,0.0,0.0,0.0,0.0
2005-08-26,0.0,0.0,0.0,0.0
2005-08-29,0.0,0.0,0.0,0.0
2005-08-30,0.0,0.0,0.0,0.0
2005-08-31,0.0,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,0.0
2005-09-02,0.0,0.0,0.0,0.0
2005-09-05,0.0,0.0,0.0,0.0
2005-09-06,0.0,0.0,0.0,0.0
2005-09-07,0.0,0.0,0.0,0.0
2005-09-08,0.0,0.0,0.0,0.0
2005-09-09,0.0,0.0,0.0,0.0
2005-09-12,0.0,0.0,0.0,0.0
2005-09-13,0.0,0.0,0.0,0.0
2005-09-14,0.0,0.0,0.0,0.0
2005-09-15,0.0,0.0,0.0,0.0
2005-09-16,0.0,0.0,0.0,0.0
2005-09-19,0.0,0.0,0.0,0.0
2005-09-20,0.0,0.0,0.0,0.0
2005-09-21,0.0,0.0,0.0,0.0
2005-09-22,0.0,0.0,0.0,0.0
2005-09-23,0.0,0.0,0.0,0.0
2005-09-26,0.0,0.0,0.0,0.0
2005-09-27,0.0,0.0,0.0,0.0
2005-09-28,0.0,0.0,0.0,0.0
2005-09-29,0.0,0.0,0.0,0.0
2005-09-30,0.0,0.0,0.0,0.0
2005-10-10,0.0,0.0,0.0,0.0
2005-10-11,0.0,0.0,0.0,0.0
2005-10-12,0.0,0.0,0.0,0.0
2005-10-13,0.0,0.0,0.0,0.0
2005-10-14,0.0,0.0,0.0,0.0
2005-10-17,0.0,0.0,0.0,0.0
2005-10-18,0.0,0.0,0.0,0.0
2005-10-19,0.0,0.0,0.0,0.0
2005-10-20,0.0,0.0,0.0,0.0
2005-10-21,0.0,0.0,0.0,0.0
2005-10-24,0.0,0.0,0.0,0.0
2005-10-25,0.0,0.0,0.0,0.0
2005-10-26,0.0,0.0,0.0,0.0
2005-10-27,0.0,0.0,0.0,0.0
2005-10-28,0.0,0.0,0.0,0.0
2005-10-31,0.0,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0
2005-11-02,0.0,0.0,0.0,0.0
2005-11-03,0.0,0.0,0.0,0.0
2005-11-04,0.0,0.0,0.0,0.0
2005-11-07,0.0,0.0,0.0,0.0
2005-11-08,0.0,0.0,0.0,0.0
2005-11-09,0.0,0.0,0.0,0.0
2005-11-10,0.0,0.0,0.0,0.0
2005-11-11,0.0,0.0,0.0,0.0
2005-11-14,0.0,0.0,0.0,0.0
2005-11-15,0.0,0.0,0.0,0.0
2005-11-16,0.0,0.0,0.0,0.0
2005-11-17,0.0,0.0,0.0,0.0
2005-11-18,0.0,0.0,0.0,0.0
2005-11-21,0.0,0.0,0.0,0.0
2005-11-22,0.0,0.0,0.0,0.0
2005-11-23,0.015032566522015199,0.0076010211356685,0.0,0.0
2005-11-24,0.0292488705201367,0.021817325133790002,0.0,0.0
2005-11-25,0.0372892451579949,0.0262082586844802,-0.002199933765435,0.0
2005-11-28,0.0458451448200491,0.0336902092824043,-0.002199933765435,0.0
2005-11-29,-0.012145878290346496,-0.011163283258422703,-0.002199933765435,0.0
2005-11-30,-0.0011522594945639966,-0.0030618612697469027,-0.002199933765435,0.0
2005-12-01,-0.0030893428971518967,-0.003970198223263602,-0.002199933765435,0.0
2005-12-02,-0.026683292743620197,-0.032806796075068104,-0.0185635483646042,0.0
2005-12-05,0.0402718964173363,0.03414839308588839,0.0147811432578462,0.0
2005-12-06,0.068826649944606,0.06025625667301279,0.0147811432578462,0.0
2005-12-07,0.0392625778600106,0.06025625667301279,0.0147811432578462,0.0
2005-12-08,0.035170723506519994,0.05767658655810029,0.0147811432578462,0.0
2005-12-09,0.017577337578973694,0.05767658655810029,0.0147811432578462,0.0
2005-12-12,0.017136510283283293,0.05425003155562909,0.0147811432578462,0.0
2005-12-13,0.01569080802050119,0.05425003155562909,0.0147811432578462,0.0
2005-12-14,0.026960913670143194,0.05425003155562909,0.0147811432578462,0.0
2005-12-15,0.025045866072303195,0.05425003155562909,0.0147811432578462,0.0
2005-12-16,0.009616267184588193,0.05425003155562909,0.0147811432578462,0.0
2005-12-19,0.007586588026752293,0.052220352397793185,0.0123050626770492,0.0
2005-12-20,0.008121131329818492,0.052220352397793185,0.0123050626770492,0.0
2005-12-21,0.02398481582414649,0.057078459434687485,0.0123050626770492,0.0
2005-12-22,0.01829130257739949,0.05138494618794048,0.0123050626770492,0.0
2005-12-23,0.008846502054972491,0.04194014566551348,0.0028602621546221993,-0.009444800522427
2005-12-26,0.01072465348246749,0.04194014566551348,0.0028602621546221993,-0.009444800522427
2005-12-27,0.0010621601962757903,0.032277652379321786,0.0028602621546221993,-0.009444800522427
2005-12-28,0.00589522078339419,0.034019724687946284,0.0028602621546221993,-0.009444800522427
2005-12-29,0.04329634147750599,0.07142084538205809,0.0028602621546221993,-0.009444800522427
2005-12-30,0.07542749247569638,0.07142084538205809,0.0028602621546221993,-0.009444800522427
2006-01-04,0.12170864946530278,0.1293188711568177,-0.008756606630531,-0.009444800522427
2006-01-05,0.14046326428194067,0.1480734859734556,0.006691530091930398,-0.009444800522427
2006-01-06,0.11815465477231847,0.1480734859734556,0.006691530091930398,-0.009444800522427
2006-01-09,0.11981554615719117,0.14973437735832829,0.006691530091930398,-0.009444800522427
2006-01-10,0.13556096926036806,0.1568183695199757,0.009499821883597999,-0.009444800522427
2006-01-11,0.13702014184034148,0.16277050096986448,0.00023254414643329897,-0.009444800522427
2006-01-12,0.17416072144854977,0.16793703146440958,0.021687630364094497,-0.009444800522427
2006-01-13,0.17949518094555478,0.16793703146440958,0.027022089861099496,-0.009444800522427
2006-01-16,0.17949518094555478,0.16793703146440958,0.027022089861099496,-0.009444800522427
2006-01-17,0.17949518094555478,0.16793703146440958,0.027022089861099496,-0.009444800522427
2006-01-18,0.16006812214841717,0.16793703146440958,0.007595031063961897,-0.009444800522427
2006-01-19,0.19265938239528438,0.16793703146440958,0.013591554180833597,-0.009444800522427
2006-01-20,0.192578107835164,0.16810558143229928,0.0074120308244227965,-0.0156243238788378
2006-01-23,0.177805185259302,0.16810558143229928,0.006234472661853797,-0.0156243238788378
2006-01-24,0.1797929728636012,0.16810558143229928,0.006234472661853797,-0.0156243238788378
2006-01-25,0.15074850560647501,0.13906111417517308,0.006234472661853797,-0.0156243238788378
2006-02-06,0.06418342707176042,0.13906111417517308,-0.018266496112083905,-0.0156243238788378
2006-02-07,0.06418342707176042,0.13906111417517308,-0.018266496112083905,-0.0156243238788378
2006-02-08,0.07591512402759062,0.13906111417517308,-0.007930522334427505,-0.0156243238788378
2006-02-09,0.07591512402759062,0.13906111417517308,-0.007930522334427505,-0.0156243238788378
2006-02-10,0.06434310315257283,0.13906111417517308,-0.007930522334427505,-0.0156243238788378
2006-02-13,0.06391285558579733,0.13906111417517308,-0.007930522334427505,-0.0156243238788378
2006-02-14,0.08587248869123354,0.16102074728060928,-0.007930522334427505,-0.0156243238788378
2006-02-15,0.07880214216050974,0.15922220538421827,-0.009729064230818506,-0.0156243238788378
2006-02-16,0.07880214216050974,0.15922220538421827,-0.009729064230818506,-0.0156243238788378
2006-02-17,0.09489512776647674,0.16819371562321508,-0.009729064230818506,-0.0156243238788378
2006-02-20,0.08594953941777514,0.15924812727451348,-0.018674652579520105,-0.0156243238788378
2006-02-21,0.05191526165540404,0.15924812727451348,-0.018674652579520105,-0.0156243238788378
2006-02-22,0.055439335713768835,0.1620788457269013,-0.018674652579520105,-0.0156243238788378
2006-02-23,0.06425977689416314,0.1620788457269013,-0.018674652579520105,-0.0156243238788378
2006-02-24,0.07010493156857783,0.1620788457269013,-0.018674652579520105,-0.0156243238788378
2006-02-27,0.07664049271026693,0.167099313104297,-0.018674652579520105,-0.0156243238788378
2006-02-28,0.06576763229275423,0.167099313104297,-0.018674652579520105,-0.0156243238788378
2006-03-01,0.05003081765917913,0.1592387170250269,-0.018674652579520105,-0.0156243238788378
2006-03-02,-0.025909333687711172,0.1380134342631722,-0.018674652579520105,-0.0156243238788378
2006-03-03,-0.03608692872109777,0.1289791518995779,-0.018674652579520105,-0.0156243238788378
2006-03-06,-0.03185926822306387,0.1301604733894059,-0.018674652579520105,-0.0156243238788378
2006-03-07,0.08792293824846993,0.2499426798609397,0.010440958018299893,-0.0156243238788378
2006-03-08,0.08792293824846993,0.2499426798609397,0.010440958018299893,-0.0156243238788378
2006-03-09,0.10405291849534842,0.2615017808015285,0.017115340300848794,-0.0156243238788378
2006-03-10,0.10119716795138872,0.2615017808015285,0.017115340300848794,-0.0156243238788378
2006-03-13,0.14532999340362493,0.29058335002440894,0.02532622565339719,-0.007413438526289401
2006-03-14,0.15071239403583844,0.29752478817157546,0.028821319079932992,-0.007413438526289401
2006-03-15,0.19953136097809984,0.34634375511383686,0.03656858409444519,-0.007413438526289401
2006-03-16,0.19955504369556396,0.34634375511383686,0.03656858409444519,-0.007413438526289401
2006-03-17,0.18307278415122205,0.32986149556949496,0.03154607128925019,-0.007413438526289401
2006-03-20,0.19304621058469365,0.33983492200296656,0.03154607128925019,-0.007413438526289401
2006-03-21,0.19708303477494696,0.33983492200296656,0.03154607128925019,-0.007413438526289401
2006-03-22,0.21120153768536337,0.34647430091837456,0.03154607128925019,-0.007413438526289401
2006-03-23,0.23365796621201426,0.35748586394038495,0.04336830317015859,-0.007413438526289401
2006-03-24,0.19795016640172156,0.33237751858572917,0.04336830317015859,-0.007413438526289401
2006-03-27,0.20450257568197625,0.33237751858572917,0.04336830317015859,-0.007413438526289401
2006-03-28,0.23069282087729315,0.35603498666543226,0.045806463057595094,-0.007413438526289401
2006-03-29,0.21409323890229465,0.35603498666543226,0.045806463057595094,-0.007413438526289401
2006-03-30,0.24889243415492354,0.3636501267238615,0.05342160311602429,-0.007413438526289401
2006-03-31,0.25834742101956426,0.3764435678374647,0.05342160311602429,-0.007413438526289401
2006-04-03,0.25834742101956426,0.3764435678374647,0.05342160311602429,-0.007413438526289401
2006-04-04,0.22861859017566877,0.3664348770849984,0.05342160311602429,-0.007413438526289401
2006-04-05,0.2720304312891453,0.4037857084742177,0.06160318136886139,-0.007413438526289401
2006-04-06,0.26443713263216295,0.4009794257517047,0.05879689864634839,-0.007413438526289401
2006-04-07,0.26925053029200874,0.4057928234115505,0.05879689864634839,-0.007413438526289401
2006-04-10,0.33141723405121454,0.41913269480493737,0.07838210417139399,-0.007413438526289401
2006-04-11,0.33141723405121454,0.41913269480493737,0.07838210417139399,-0.007413438526289401
2006-04-12,0.3400238224075414,0.4181367243733807,0.07838210417139399,-0.007413438526289401
2006-04-13,0.42760412626903543,0.4608320717763108,0.07838210417139399,-0.007413438526289401
2006-04-14,0.47090187294657054,0.4608320717763108,0.07838210417139399,-0.007413438526289401
2006-04-17,0.5105696705113995,0.4888815391741126,0.0897423678113863,0.003946825113702899
2006-04-18,0.529812545761555,0.5013181487519459,0.0878803777082685,0.003946825113702899
2006-04-19,0.528869752545132,0.5013181487519459,0.0878803777082685,0.003946825113702899
2006-04-20,0.5541153068624507,0.5013181487519459,0.0878803777082685,0.003946825113702899
2006-04-21,0.5199776453786683,0.5013181487519459,0.0878803777082685,0.003946825113702899
2006-04-24,0.5210735416196378,0.5024140449929154,0.0878803777082685,0.003946825113702899
2006-04-25,0.5314213567968797,0.508777055092885,0.0935695451548733,0.003946825113702899
2006-04-26,0.5842347213144543,0.5378297240157989,0.0935695451548733,0.003946825113702899
2006-04-27,0.5702233252749207,0.5312400601539261,0.0921158743747018,0.003946825113702899
2006-04-28,0.5556763519695498,0.5312400601539261,0.0921158743747018,0.003946825113702899
2006-05-08,0.6664473050507875,0.6090492215404157,0.0921158743747018,0.003946825113702899
2006-05-09,0.7749391266922189,0.6388720165464568,0.1219386693807428,0.003946825113702899
2006-05-10,0.7897120095063993,0.6536448993606372,0.1367115521949232,0.0187197079278833
2006-05-11,0.7587269372587612,0.6343228394547954,0.1367115521949232,0.0187197079278833
2006-05-12,0.7582425556961695,0.6343228394547954,0.1367115521949232,0.0187197079278833
2006-05-15,0.964865545588512,0.8409458293471379,0.1767895885305919,0.058797744263552
2006-05-16,0.865825096705899,0.7419053804645249,0.15139505340569331,0.058797744263552
2006-05-17,0.8775705941941553,0.7419053804645249,0.15139505340569331,0.058797744263552
2006-05-18,0.8886869080568075,0.7530216943271771,0.16935836431892662,0.0767610551767853
2006-05-19,0.8867202757949025,0.7792433756602608,0.16935836431892662,0.0767610551767853
2006-05-22,0.940509912744114,0.8330330126094723,0.19541501977470122,0.0767610551767853
2006-05-23,0.7874621571268186,0.7996440004970561,0.19541501977470122,0.0767610551767853
2006-05-24,0.757271169657436,0.7826263857730437,0.19541501977470122,0.0767610551767853
2006-05-25,0.78722269919198,0.8174178012719182,0.21409400212301802,0.0767610551767853
2006-05-26,0.7277832443218578,0.8174178012719182,0.21409400212301802,0.0767610551767853
2006-05-29,0.7277832443218578,0.8174178012719182,0.21409400212301802,0.0767610551767853
2006-05-30,0.7647824740718302,0.8174178012719182,0.21409400212301802,0.0767610551767853
2006-05-31,0.7946206450187844,0.8253281101502585,0.20974521280955233,0.0767610551767853
2006-06-01,0.9604059723441122,0.9911134374755863,0.25403334300243974,0.0767610551767853
2006-06-02,0.960018024142865,0.9986081176608409,0.26152802318769436,0.0767610551767853
2006-06-05,1.029032536737165,1.067622630255141,0.2891949331595848,0.0767610551767853
2006-06-06,1.012911040223791,1.051501133741767,0.2884922243303884,0.0767610551767853
2006-06-07,1.2447061904143784,1.177704215121778,0.2884922243303884,0.0767610551767853
2006-06-08,1.2253904229996062,1.1622328900440182,0.2884922243303884,0.0767610551767853
2006-06-09,1.1812351035762079,1.1622328900440182,0.2884922243303884,0.0767610551767853
2006-06-12,1.1754243744705806,1.1622328900440182,0.2884922243303884,0.0767610551767853
2006-06-13,1.1811557329784028,1.1622328900440182,0.2884922243303884,0.0767610551767853
2006-06-14,1.220996142192672,1.2020732992582874,0.2884922243303884,0.0767610551767853
2006-06-15,1.2288353843718993,1.2099125414375147,0.2963314665096156,0.0767610551767853
2006-06-16,1.2727408617077902,1.2541634186905557,0.31834681127822223,0.0767610551767853
2006-06-19,1.3292207969541174,1.310643353936883,0.3295357562180936,0.0767610551767853
2006-06-20,1.3644923124017299,1.3297382137314433,0.3424450835617513,0.0767610551767853
2006-06-21,1.3554153926124632,1.3259288336043382,0.3424450835617513,0.0767610551767853
2006-06-22,1.3573004730999245,1.3259288336043382,0.3424450835617513,0.0767610551767853
2006-06-23,1.4023236248399917,1.3709519853444054,0.3556236262710036,0.0767610551767853
2006-06-26,1.3856023765256014,1.3709519853444054,0.3556236262710036,0.0767610551767853
2006-06-27,1.3933461275355157,1.3709519853444054,0.3556236262710036,0.0767610551767853
2006-06-28,1.38919355793369,1.3667994157425798,0.3556236262710036,0.0767610551767853
2006-06-29,1.4072330848151162,1.3667994157425798,0.3556236262710036,0.0767610551767853
2006-06-30,1.404275014514446,1.3667994157425798,0.3556236262710036,0.0767610551767853
2006-07-03,1.3143219207463228,1.3479097791342354,0.3556236262710036,0.0767610551767853
2006-07-04,1.323763106602579,1.3573509649904916,0.3616105464724353,0.0767610551767853
2006-07-05,1.2802358928944702,1.337309177639684,0.3616105464724353,0.0767610551767853
2006-07-06,1.2528076782556825,1.337309177639684,0.3616105464724353,0.0767610551767853
2006-07-07,1.2671656434326735,1.3456684946247182,0.3616105464724353,0.0767610551767853
2006-07-10,1.291368475517174,1.3611637427004597,0.3771057945481768,0.0767610551767853
2006-07-11,1.291368475517174,1.3611637427004597,0.3771057945481768,0.0767610551767853
2006-07-12,1.291869766265607,1.3616561848409592,0.3771057945481768,0.0767610551767853
2006-07-13,1.33603698566611,1.3616561848409592,0.3771057945481768,0.0767610551767853
2006-07-14,1.352231194610502,1.369857716685041,0.3771057945481768,0.0767610551767853
2006-07-17,1.3687701243404522,1.3863966464149913,0.3771057945481768,0.0767610551767853
2006-07-18,1.3649911435318143,1.3826176656063534,0.3771057945481768,0.0767610551767853
2006-07-19,1.4794486914519123,1.4743483933563986,0.3952810729397086,0.0767610551767853
2006-07-20,1.4482069661308121,1.4431066680352984,0.3853224178067398,0.0767610551767853
2006-07-21,1.4178840955008996,1.4185975550599421,0.3853224178067398,0.0767610551767853
2006-07-24,1.4154930008215876,1.4185975550599421,0.3853224178067398,0.0767610551767853
2006-07-25,1.3633771252815388,1.3923738574452917,0.3853224178067398,0.0767610551767853
2006-07-26,1.3749002496344362,1.3932172007851538,0.3853224178067398,0.0767610551767853
2006-07-27,1.3773557285687055,1.401492559851581,0.3853224178067398,0.0767610551767853
2006-07-28,1.3975598100264284,1.401492559851581,0.3853224178067398,0.0767610551767853
2006-07-31,1.5140573751277688,1.4815253398770767,0.3853224178067398,0.0767610551767853
2006-08-01,1.571362393120244,1.538830357869552,0.403120930397794,0.0945595677678395
2006-08-02,1.5626045205688073,1.5335833392962588,0.4131804009928884,0.0945595677678395
2006-08-03,1.5582962528906086,1.531531699018018,0.4131804009928884,0.0945595677678395
2006-08-04,1.537398390867513,1.531531699018018,0.37507331045901116,0.0945595677678395
2006-08-07,1.5939207277366338,1.531531699018018,0.40439692657430754,0.0945595677678395
2006-08-08,1.4640872936260223,1.4367162758573888,0.36937891562432495,0.0945595677678395
2006-08-09,1.4699557425623657,1.4367162758573888,0.3752473645606684,0.0945595677678395
2006-08-10,1.5027221265500235,1.4367162758573888,0.3752473645606684,0.0945595677678395
2006-08-11,1.4920418749661395,1.4309744201215142,0.36950550882479377,0.0945595677678395
2006-08-14,1.4152912930682529,1.4309744201215142,0.36950550882479377,0.0945595677678395
2006-08-15,1.3830623157838053,1.4309744201215142,0.36950550882479377,0.0945595677678395
2006-08-16,1.4003752350528316,1.4309744201215142,0.36950550882479377,0.0945595677678395
2006-08-17,1.4139428073544043,1.444541992423087,0.37483751113823305,0.0945595677678395
2006-08-18,1.4356588304847462,1.4585057443242424,0.38202212872859825,0.0945595677678395
2006-08-21,1.4356588304847462,1.4585057443242424,0.38202212872859825,0.0945595677678395
2006-08-22,1.413077730428632,1.4367492489203137,0.37166573526512775,0.0945595677678395
2006-08-23,1.4093370908999383,1.4367492489203137,0.37166573526512775,0.0945595677678395
2006-08-24,1.4093370908999383,1.4367492489203137,0.37166573526512775,0.0945595677678395
