交易日期,"tautocorr(signal,1)","tautocorr(signal,2)","tautocorr(signal,3)","tautocorr(signal,4)","tautocorr(signal,5)","tautocorr(signal,6)","tautocorr(signal,7)","tautocorr(signal,8)","tautocorr(signal,9)","tautocorr(signal,10)",tcount(signal),tmean(signal),tstd(signal),tcount(label),tmean(label),tstd(label),"mycorr(signal,label)"
2004-10-01,,,,,,,,,,,0,,,0,,,
2004-11-01,,,,,,,,,,,0,,,0,,,
2004-12-01,,,,,,,,,,,0,,,0,,,
2005-01-01,,,,,,,,,,,0,,,0,,,
2005-02-01,,,,,,,,,,,0,,,0,,,
2005-03-01,,,,,,,,,,,0,,,0,,,
2005-04-01,,,,,,,,,,,0,,,0,,,
2005-05-01,,,,,,,,,,,0,,,0,,,
2005-06-01,,,,,,,,,,,0,,,0,,,
2005-07-01,,,,,,,,,,,0,,,0,,,
2005-08-01,,,,,,,,,,,0,,,0,,,
2005-09-01,,,,,,,,,,,0,,,0,,,
2005-10-01,0.531016614147283,-0.9999999999999999,,,,,,,,,4,-0.002943964605,0.0034348574925647584,4,-0.0186959373240608,0.016334588363809004,-0.8527519027817619
2005-11-01,0.3415508508373183,-0.12064815738749696,-0.04898503955513478,-0.09766763794405699,-0.06007710698087834,-0.004434770183462622,-0.1938930287695043,-0.21911023196603566,0.18814582083857034,0.16018308365037348,22,-0.0021552395045454547,0.006562657980249951,22,0.0015700328062879776,0.013708025585749493,-0.17457142743789206
2005-12-01,-0.005849089537724418,-0.028624874332346957,-0.2419473966706155,-0.026394621352361022,-0.08627548410509239,0.11919220101884506,-0.019741424173903552,0.40546195655133493,-0.10203131263001236,-0.10892614762579408,22,-0.000619380630909091,0.004993767975630393,22,0.0002535424951379543,0.011296095120918379,-0.1658194739941838
2006-01-01,0.1390148867430818,-0.3766346923536565,-0.1658050633445561,0.07385779141577745,0.18264894257053357,0.10764578528157315,-0.10877594544829221,-0.19654242675357045,-0.23649322129091985,0.024118226373265182,16,0.00236057245125,0.007487270668597223,16,0.0033201428169324435,0.011413336434907983,-0.09632164994336602
