date,000016.SH,000300.SH,000510.SH,000688.SH,000852.SH,000905.SH,399006.SZ,932000.CSI
2004-11-29,-0.01110657559760771,,,,,,,
2004-11-30,5.686438414548637e-05,,,,,,,
2004-12-01,-0.00445658424630884,,,,,,,
2004-12-02,-0.004889705310178896,,,,,,,
2004-12-03,0.0004934899594608926,,,,,,,
2004-12-06,0.003939176951537428,,,,,,,
2004-12-07,-0.0076981261142146104,,,,,,,
2004-12-08,0.0007022836017604017,,,,,,,
2004-12-09,0.011238259294391201,,,,,,,
2004-12-10,-0.011779319440092905,,,,,,,
2004-12-13,-0.0030792498050335446,,,,,,,
2004-12-14,-0.004282860084641826,,,,,,,
2004-12-15,0.006405905142935989,,,,,,,
2004-12-16,-0.0006918021721774587,,,,,,,
2004-12-17,-0.011309385437512129,,,,,,,
2004-12-20,-0.013588553882622239,,,,,,,
2004-12-21,-0.0003548070478246216,,,,,,,
2004-12-22,0.023035757791904782,,,,,,,
2004-12-23,-0.01676244822264894,,,,,,,
2004-12-24,0.0012687375415541143,,,,,,,
2004-12-27,-0.004223610224648212,,,,,,,
2004-12-28,0.0005186171896394077,,,,,,,
2004-12-29,-0.005731487378172567,,,,,,,
2004-12-30,-0.0002963296629894416,,,,,,,
2004-12-31,-0.0009488454449734293,,,,,,,
2005-01-04,-0.018757287271601662,,,,,,,
2005-01-05,0.005257775151105744,,,,,,,
2005-01-06,-0.010798627242225484,,,,,,,
2005-01-07,0.0013607758520961992,,,,,,,
2005-01-10,0.011312378801240475,,,,,,,
2005-01-11,0.0058293847932607045,,,,,,,
2005-01-12,-0.0007402543469787944,,,,,,,
2005-01-13,-0.003613611197766457,,,,,,,
2005-01-14,-0.006228751665417112,,,,,,,
2005-01-17,-0.02132240552488249,,,,,,,
2005-01-18,0.007072460505426885,,,,,,,
2005-01-19,-0.007762736273341064,,,,,,,
2005-01-20,-0.007314072220368271,,,,,,,
2005-01-21,0.03271048474295481,,,,,,,
2005-01-24,0.01261469548876001,,,,,,,
2005-01-25,-0.0009144622234004249,,,,,,,
2005-01-26,-0.008315932216982872,,,,,,,
2005-01-27,-0.015648902399350954,,,,,,,
2005-01-28,-0.0012420849137066213,,,,,,,
2005-01-31,-0.008492256318292028,,,,,,,
2005-02-01,0.005050206244799483,,,,,,,
2005-02-02,0.050810215884015734,,,,,,,
2005-02-03,-0.014055316550593017,,,,,,,
2005-02-04,0.028339790245842156,,,,,,,
2005-02-16,0.002951373157142743,,,,,,,
2005-02-17,-0.0061528079298985286,,,,,,,
2005-02-18,-0.016080981417314667,,,,,,,
2005-02-21,0.020587585532138446,,,,,,,
2005-02-22,0.01482063820694313,,,,,,,
2005-02-23,-0.010379814209566369,,,,,,,
2005-02-24,-0.0006380821291434906,,,,,,,
2005-02-25,0.0013099070700074013,,,,,,,
2005-02-28,-0.010999372652453626,,,,,,,
2005-03-01,-0.003031440525672803,,,,,,,
2005-03-02,-0.012054915050275306,,,,,,,
2005-03-03,0.006765397812706981,,,,,,,
2005-03-04,-0.002556387127557044,,,,,,,
2005-03-07,0.004886296202339816,,,,,,,
2005-03-08,0.014528657201901302,,,,,,,
2005-03-09,-0.007950824933449594,,,,,,,
2005-03-10,-0.020768587128950175,,,,,,,
2005-03-11,0.0027793594878188633,,,,,,,
2005-03-14,0.004335359782755745,,,,,,,
2005-03-15,-0.019605354280179916,,,,,,,
2005-03-16,-0.009726564033904898,,,,,,,
2005-03-17,-0.007399852989126773,,,,,,,
2005-03-18,-0.006858029804377773,,,,,,,
2005-03-21,0.002554497301910731,,,,,,,
2005-03-22,-0.01842833365123572,,,,,,,
2005-03-23,-0.0076021433396963566,,,,,,,
2005-03-24,0.0077011360885582405,,,,,,,
2005-03-25,-0.0021677069821988615,,,,,,,
2005-03-28,-0.0010794112674047175,,,,,,,
2005-03-29,-0.0035068120250774833,,,,,,,
2005-03-30,-0.015264022413578904,,,,,,,
2005-03-31,0.006417673720969065,,,,,,,
2005-04-01,0.03366231166171101,,,,,,,
2005-04-04,-0.01755484860665389,,,,,,,
2005-04-05,-0.008320548723643855,,,,,,,
2005-04-06,0.018520763894896226,,,,,,,
2005-04-07,0.009418342043907941,,,,,,,
2005-04-08,0.01617914967314931,,,,,,,
2005-04-11,-0.008568211223209407,,,,,,,
2005-04-12,-0.015084742014607327,,,,,,,
2005-04-13,0.020749187657033773,,,,,,,
2005-04-14,-0.011579051398332041,,,,,,,
2005-04-15,-0.010857632073565006,,,,,,,
2005-04-18,-0.01318175146509692,,,,,,,
2005-04-19,0.00367631545107207,,,,,,,
2005-04-20,-0.013483797593182129,,,,,,,
2005-04-21,-0.006369488295601558,,,,,,,
2005-04-22,0.0017251479153738004,,,,,,,
2005-04-25,-0.005133811738467065,,,,,,,
2005-04-26,0.001958245785437857,,,,,,,
2005-04-27,-0.012535646427401848,,,,,,,
2005-04-28,0.014527854780263496,,,,,,,
2005-04-29,-0.00524120143230191,,,,,,,
2005-05-09,-0.01841526753368145,,,,,,,
2005-05-10,0.004863559978738024,,,,,,,
2005-05-11,-0.009686086472165527,,,,,,,
2005-05-12,-0.02322011671621993,,,,,,,
2005-05-13,0.00452627197134998,,,,,,,
2005-05-16,-0.01253031004115595,,,,,,,
2005-05-17,0.00379025931210619,,,,,,,
2005-05-18,0.002594173215617883,,,,,,,
2005-05-19,0.002825966257627025,,,,,,,
2005-05-20,-0.002281379897345926,,,,,,,
2005-05-23,-0.02056672596265461,,,,,,,
2005-05-24,-0.0005287813070217148,,,,,,,
2005-05-25,0.00025764633437207847,,,,,,,
2005-05-26,-0.012058199355085366,,,,,,,
2005-05-27,-0.005752758051520709,,,,,,,
2005-05-30,0.006260382722003962,,,,,,,
2005-05-31,0.002643710403058532,,,,,,,
2005-06-01,-0.016510378281655125,,,,,,,
2005-06-02,-0.02486751627643442,,,,,,,
2005-06-03,-0.0013411330302373113,,,,,,,
2005-06-06,0.02367425258442466,,,,,,,
2005-06-07,-0.005018076966993321,,,,,,,
2005-06-08,0.07880232185163522,,,,,,,
2005-06-09,0.008318818085169816,,,,,,,
2005-06-10,-0.015428330156537903,,,,,,,
2005-06-13,-0.008830252977223051,,,,,,,
2005-06-14,-0.007091619517367486,,,,,,,
2005-06-15,-0.01244206826463473,,,,,,,
2005-06-16,0.016198835517497828,,,,,,,
2005-06-17,0.00630443594600162,,,,,,,
2005-06-20,0.023482897193421,,,,,,,
2005-06-21,-0.012885596097925257,,,,,,,
2005-06-22,0.0049856039039257935,,,,,,,
2005-06-23,-0.0075463249044113645,,,,,,,
2005-06-24,0.005179643553748318,,,,,,,
2005-06-27,0.012941584109513548,,,,,,,
2005-06-28,-0.008664953669420697,,,,,,,
2005-06-29,-0.004665145927321962,,,,,,,
2005-06-30,-0.017377653547913104,,,,,,,
2005-07-01,-0.014162982216799527,,,,,,,
2005-07-04,-0.0012841608570775566,,,,,,,
2005-07-05,-0.00790167384778405,,,,,,,
2005-07-06,-0.008726460883908571,,,,,,,
2005-07-07,0.001060993624749673,,,,,,,
2005-07-08,-0.010922048824581174,,,,,,,
2005-07-11,-0.0008937964251888875,,,,,,,
2005-07-12,0.03534223245395892,,,,,,,
2005-07-13,-0.00600690400456417,,,,,,,
2005-07-14,0.00677679851395433,,,,,,,
2005-07-15,-0.0068168768002121,,,,,,,
