date,"tautocorr(signal,0)","tautocorr(signal,1)","tautocorr(signal,2)","tautocorr(signal,3)","tautocorr(signal,4)","tautocorr(signal,5)","tautocorr(signal,6)","tautocorr(signal,7)","tautocorr(signal,8)","tautocorr(signal,9)","tautocorr(signal,10)",tcount(signal),tmean(signal),tstd(signal),tcount(label),tmean(label),tstd(label),"mycorr(signal,label)"
2009-04-01,,,,,,,,,,,,0,,,0,,,
2009-05-01,,,,,,,,,,,,0,,,0,,,
2009-06-01,,,,,,,,,,,,0,,,0,,,
2009-07-01,,,,,,,,,,,,0,,,0,,,
2009-08-01,,,,,,,,,,,,0,,,0,,,
2009-09-01,,,,,,,,,,,,0,,,0,,,
2009-10-01,,,,,,,,,,,,0,,,0,,,
2009-11-01,,,,,,,,,,,,0,,,0,,,
2009-12-01,,,,,,,,,,,,0,,,0,,,
2010-01-01,,,,,,,,,,,,0,,,0,,,
2010-02-01,,,,,,,,,,,,0,,,0,,,
2010-03-01,,,,,,,,,,,,0,,,0,,,
2010-04-01,,,,,,,,,,,,0,,,0,,,
2010-05-01,,,,,,,,,,,,0,,,0,,,
2010-06-01,,,,,,,,,,,,0,,,0,,,
2010-07-01,,,,,,,,,,,,0,,,0,,,
2010-08-01,,,,,,,,,,,,0,,,0,,,
2010-09-01,,,,,,,,,,,,0,,,0,,,
2010-10-01,,,,,,,,,,,,0,,,0,,,
2010-11-01,,,,,,,,,,,,0,,,0,,,
2010-12-01,,,,,,,,,,,,0,,,0,,,
2011-01-01,,,,,,,,,,,,0,,,0,,,
2011-02-01,,,,,,,,,,,,0,,,0,,,
2011-03-01,,,,,,,,,,,,0,,,0,,,
2011-04-01,,,,,,,,,,,,0,,,0,,,
2011-05-01,,,,,,,,,,,,0,,,0,,,
2011-06-01,,,,,,,,,,,,0,,,0,,,
2011-07-01,,,,,,,,,,,,0,,,0,,,
2011-08-01,,,,,,,,,,,,0,,,0,,,
2011-09-01,,,,,,,,,,,,0,,,0,,,
2011-10-01,,,,,,,,,,,,0,,,0,,,
2011-11-01,,,,,,,,,,,,0,,,0,,,
2011-12-01,,,,,,,,,,,,0,,,0,,,
2012-01-01,,,,,,,,,,,,0,,,0,,,
2012-02-01,,,,,,,,,,,,0,,,0,,,
2012-03-01,,,,,,,,,,,,0,,,0,,,
2012-04-01,,,,,,,,,,,,0,,,0,,,
2012-05-01,,,,,,,,,,,,0,,,0,,,
2012-06-01,,,,,,,,,,,,0,,,0,,,
2012-07-01,,,,,,,,,,,,0,,,0,,,
2012-08-01,,,,,,,,,,,,0,,,0,,,
2012-09-01,,,,,,,,,,,,0,,,0,,,
2012-10-01,,,,,,,,,,,,0,,,0,,,
2012-11-01,,,,,,,,,,,,0,,,0,,,
2012-12-01,,,,,,,,,,,,0,,,0,,,
2013-01-01,,,,,,,,,,,,0,,,0,,,
2013-02-01,,,,,,,,,,,,0,,,0,,,
2013-03-01,,,,,,,,,,,,0,,,0,,,
2013-04-01,,,,,,,,,,,,0,,,0,,,
2013-05-01,,,,,,,,,,,,0,,,0,,,
2013-06-01,,,,,,,,,,,,0,,,0,,,
2013-07-01,,,,,,,,,,,,0,,,0,,,
2013-08-01,,,,,,,,,,,,0,,,0,,,
2013-09-01,,,,,,,,,,,,0,,,0,,,
2013-10-01,,,,,,,,,,,,0,,,0,,,
2013-11-01,,,,,,,,,,,,0,,,0,,,
2013-12-01,,,,,,,,,,,,0,,,0,,,
2014-01-01,,,,,,,,,,,,0,,,0,,,
2014-02-01,,,,,,,,,,,,0,,,0,,,
2014-03-01,,,,,,,,,,,,0,,,0,,,
2014-04-01,,,,,,,,,,,,0,,,0,,,
2014-05-01,,,,,,,,,,,,0,,,0,,,
2014-06-01,,,,,,,,,,,,0,,,0,,,
2014-07-01,,,,,,,,,,,,0,,,0,,,
2014-08-01,,,,,,,,,,,,0,,,0,,,
2014-09-01,,,,,,,,,,,,0,,,0,,,
2014-10-01,,,,,,,,,,,,0,,,0,,,
2014-11-01,,,,,,,,,,,,0,,,0,,,
2014-12-01,,,,,,,,,,,,0,,,0,,,
2015-01-01,,,,,,,,,,,,0,,,0,,,
2015-02-01,,,,,,,,,,,,0,,,0,,,
2015-03-01,,,,,,,,,,,,0,,,0,,,
2015-04-01,,,,,,,,,,,,0,,,0,,,
2015-05-01,,,,,,,,,,,,0,,,0,,,
2015-06-01,,,,,,,,,,,,0,,,0,,,
2015-07-01,,,,,,,,,,,,0,,,0,,,
2015-08-01,,,,,,,,,,,,0,,,0,,,
2015-09-01,,,,,,,,,,,,0,,,0,,,
2015-10-01,,,,,,,,,,,,0,,,0,,,
2015-11-01,,,,,,,,,,,,0,,,0,,,
2015-12-01,,,,,,,,,,,,0,,,0,,,
2016-01-01,,,,,,,,,,,,0,,,0,,,
2016-02-01,,,,,,,,,,,,0,,,0,,,
2016-03-01,,,,,,,,,,,,0,,,0,,,
2016-04-01,,,,,,,,,,,,0,,,0,,,
2016-05-01,,,,,,,,,,,,0,,,0,,,
2016-06-01,,,,,,,,,,,,0,,,0,,,
2016-07-01,,,,,,,,,,,,0,,,0,,,
2016-08-01,,,,,,,,,,,,0,,,0,,,
2016-09-01,,,,,,,,,,,,0,,,0,,,
2016-10-01,,,,,,,,,,,,0,,,0,,,
2016-11-01,,,,,,,,,,,,0,,,0,,,
2016-12-01,,,,,,,,,,,,0,,,0,,,
2017-01-01,,,,,,,,,,,,0,,,0,,,
2017-02-01,,,,,,,,,,,,0,,,0,,,
2017-03-01,,,,,,,,,,,,0,,,0,,,
2017-04-01,,,,,,,,,,,,0,,,0,,,
2017-05-01,,,,,,,,,,,,0,,,0,,,
2017-06-01,,,,,,,,,,,,0,,,0,,,
2017-07-01,,,,,,,,,,,,0,,,0,,,
2017-08-01,,,,,,,,,,,,0,,,0,,,
2017-09-01,,,,,,,,,,,,0,,,0,,,
2017-10-01,,,,,,,,,,,,0,,,0,,,
2017-11-01,,,,,,,,,,,,0,,,0,,,
2017-12-01,,,,,,,,,,,,0,,,0,,,
2018-01-01,,,,,,,,,,,,0,,,0,,,
2018-02-01,,,,,,,,,,,,0,,,0,,,
2018-03-01,,,,,,,,,,,,0,,,0,,,
2018-04-01,,,,,,,,,,,,0,,,0,,,
2018-05-01,,,,,,,,,,,,0,,,0,,,
2018-06-01,,,,,,,,,,,,0,,,0,,,
2018-07-01,,,,,,,,,,,,0,,,0,,,
2018-08-01,,,,,,,,,,,,0,,,0,,,
2018-09-01,,,,,,,,,,,,0,,,0,,,
2018-10-01,,,,,,,,,,,,0,,,0,,,
2018-11-01,,,,,,,,,,,,0,,,0,,,
2018-12-01,,,,,,,,,,,,0,,,0,,,
2019-01-01,,,,,,,,,,,,0,,,0,,,
2019-02-01,,,,,,,,,,,,0,,,0,,,
2019-03-01,,,,,,,,,,,,0,,,0,,,
2019-04-01,,,,,,,,,,,,0,,,0,,,
2019-05-01,,,,,,,,,,,,0,,,0,,,
2019-06-01,,,,,,,,,,,,0,,,0,,,
2019-07-01,,,,,,,,,,,,0,,,0,,,
2019-08-01,,,,,,,,,,,,0,,,0,,,
2019-09-01,,,,,,,,,,,,0,,,0,,,
2019-10-01,,,,,,,,,,,,0,,,0,,,
2019-11-01,,,,,,,,,,,,0,,,0,,,
2019-12-01,,,,,,,,,,,,0,,,0,,,
2020-01-01,,,,,,,,,,,,0,,,0,,,
2020-02-01,,,,,,,,,,,,0,,,0,,,
2020-03-01,,,,,,,,,,,,0,,,0,,,
2020-04-01,,,,,,,,,,,,0,,,0,,,
2020-05-01,,,,,,,,,,,,0,,,0,,,
2020-06-01,,,,,,,,,,,,0,,,0,,,
2020-07-01,,,,,,,,,,,,0,,,0,,,
2020-08-01,,,,,,,,,,,,0,,,0,,,
2020-09-01,,,,,,,,,,,,0,,,0,,,
2020-10-01,,,,,,,,,,,,0,,,0,,,
2020-11-01,1.0,,,,,,,,,,,2,0.0103647897,0.0036627093,2,6.135434306224995e-05,0.0017128466502713499,1.0
2020-12-01,1.0,0.3694348669631068,0.14356609959348177,0.14182429368060717,0.12643678340432724,0.01761982968664196,0.09527931974355605,0.002370527559907252,-0.006764161502446134,0.13640569317460477,0.41156958718639,23,0.00859213948,0.009900704509729418,23,0.0002362861227692698,0.012784021249869977,0.36924601548296715
2021-01-01,1.0,-0.24997909207815297,-0.07925082692500261,-0.2701231179577951,-0.06782600196855448,-0.08444448454805288,0.07029234057566722,0.17720448558380267,-0.03863925206449604,0.0034332665959607447,0.009320983422851871,20,0.0055848333,0.009920965157315364,20,0.0010277485385866494,0.01569783238746962,-0.17750725089015934
2021-02-01,1.0,-0.07889451481751095,0.17774757095756327,-0.15335648878822825,-0.15693530137245143,-0.3775186612540596,0.2127793978907189,-0.31554312710771965,-0.19165441797675123,0.023378986198892466,0.07557567836374189,15,0.00341092596,0.007508853009856082,15,-0.004678570549480133,0.015004667929608579,-0.12498325268979811
2021-03-01,0.9999999999999998,-0.30598538494892075,0.15195760064194438,0.11003060437432133,0.24930175917595487,-0.22939314329374866,0.02311252101937437,-0.0784920225175517,0.07270415482991249,-0.22697811140221535,-0.002651176985637638,23,0.0038994851589565223,0.008323682211202244,23,-0.0026109124033674136,0.017943476441493637,-0.0910737958313802
2021-04-01,1.0,-0.055148369765345095,-0.07150473780618254,0.031842375875763246,-0.3462829319043292,0.017403013344397287,0.04672980989640178,-0.09173402122429229,0.2437688104814552,0.0277360756420223,-0.09848991868608073,21,0.0029748566407619046,0.007315204467719911,21,0.002739076666594671,0.010880673450652663,0.2955960562703881
2021-05-01,1.0,0.25552462583393976,0.15318881206133264,-0.28267881365048203,-0.43160914538279815,-0.14256627465740934,-0.0727756618418302,0.20205757732084842,0.5077377074293176,-0.2632907131791053,-0.16607262020526656,18,-1.6313983333333313e-05,0.011282263749588874,18,0.004842683074467672,0.017358232914207673,-0.005422289241514401
2021-06-01,1.0,0.16823062698362726,0.31689235433175444,0.17165052858332894,0.034114825354175676,-0.12073752574170625,-0.19600883194879593,-0.3631499841001229,-0.555809880438599,-0.5478803207951444,-0.4281595689594738,21,0.01576218287952381,0.015642261361901486,21,0.004577063279174848,0.01716042751426355,0.23624791156154068
2021-07-01,0.9999999999999998,-0.013951897049731299,-0.25589129388941445,0.0203370214428502,0.09064197278044649,0.2530524910415824,-0.36260217617610196,-0.13381457225001314,0.013284924630228706,-0.023967555195922717,0.28906019027583324,22,0.0087453808,0.00921348753157289,22,8.577842439693274e-05,0.019426929766351627,-0.3416619103885762
2021-08-01,1.0,-0.20339116096286106,0.3605586753400645,-0.24536955272331368,0.33202349651869983,0.11742537529204389,0.11339539268289177,-0.12293989497822068,0.046615588641008746,0.06224988041633179,-0.22182552537242298,22,0.0018332605809090908,0.011300798897617927,22,-0.004502078814562835,0.015879424458923184,0.24777999784692664
2021-09-01,0.9999999999999998,0.17599601197620682,0.03796727643079217,-0.18406439814716197,-0.3510092579143392,0.016563351437861376,-0.3400314824882322,0.04432897920047697,-0.005768905438447333,0.2585338166557773,-0.043241919089590665,20,-0.0014455303000000003,0.009040645906783102,20,-0.0025789643577105795,0.014071615725504869,0.0721919123448394
2021-10-01,1.0,-0.2673052397950756,-0.22315793890891938,-0.13070700664532015,0.27208828390589174,-0.1969988258214496,-0.021470084462146266,0.030136745222366992,0.15064623235480126,-0.12517547497677609,-0.09404763659751346,16,0.004434172068750001,0.00605956411758505,16,0.00124239150124425,0.012384926932924346,-0.4123997085033642
2021-11-01,1.0,0.1326424758452537,-0.09743944792625839,-0.1620816529719491,-0.39259036126875346,-0.08795021724877529,0.1338895430712271,0.309010113199143,0.3229238805971505,-0.02542380139582558,-0.33680388980682396,22,0.004659365727272728,0.011312502062092136,22,0.0025174986070554384,0.008539889256819052,-0.46326532931156084
2021-12-01,0.9999999999999998,0.08659654320040176,0.28174460584344796,-0.16912940685746838,-0.22500141736429538,-0.3881625094380904,-0.24888390888450845,0.019384786332092147,0.12001964786378969,0.11196475575621978,0.11544318059588625,23,0.0024266189900000006,0.0100008239204525,23,-0.002346116821384831,0.01317579248320101,0.23287662184487268
2022-01-01,1.0,-0.055266497696331886,0.2760746443774619,0.31095348935797973,-0.33629283255422715,0.16339683905734684,-0.23145145549216325,-0.2310089725856811,-0.17038422925101787,-0.13939238378546515,-0.33144276991397265,19,-0.001635846194736842,0.011876603741638117,19,-0.006778880059500358,0.014878157577197262,0.011568103170744715
2022-02-01,1.0,-0.19860339883189565,0.12390365582888616,-0.43199583583922957,0.19650982281346094,0.04815694497970653,0.003145395598623245,0.3481873426429789,-0.03343196503000853,0.04055184367630918,0.32941623801260606,16,-0.00019937731249999977,0.010947541894777786,16,0.0010272297264636685,0.0166638171658506,-0.24963058887562212
2022-03-01,1.0,0.21069593574580897,0.047382178944670984,-0.3399117818188162,-0.12640931074371248,-0.05423731062134191,-0.28838416492806285,-0.21725363868525985,-0.015963362566890363,0.047523888777963985,0.008478083160952212,23,0.005617905680869567,0.011271455676366948,23,-0.005898512902376273,0.017758665943053913,0.07155373409592952
2022-04-01,1.0,0.4102559708321838,-0.23381364697453788,-0.35734661042448795,0.20813583995922857,0.3109834451854775,0.24182349666286931,0.001930189337971437,-0.3500194336723967,-0.09932700606694957,0.11596262440087546,19,-0.005446377363157896,0.007084236472911439,19,-0.00744460548229676,0.02652569339082574,0.07727257932464389
2022-05-01,1.0,0.09766134372046191,-0.3043132719579812,0.03808592901838155,-0.15440849115721134,-0.3261497104724059,0.08414995775118768,0.1534417171159669,-0.27439616594543714,-0.19974171433556992,-0.1812366960962496,19,0.001843254966315789,0.013494679139703706,19,0.0046846505833286365,0.01828565588468473,0.29807495688157015
2022-06-01,1.0,-0.10251518483679213,0.2425341551442016,0.18328161294546758,0.07118318799105353,-0.08199045481379141,-0.0815706598905334,0.21708455024446846,-0.2966254403990926,-0.19631394429528776,-0.20240522338934963,21,0.009782409774285714,0.011638364787899244,21,0.0031305203994881426,0.0188467905282995,-0.2951743277990858
2022-07-01,1.0,-0.5741813253431483,0.2327780613667664,0.04828054844891994,-0.29670484571306244,0.3472661196352358,-0.4259605793144317,0.32904453982023735,-0.035675024746381116,-0.2781959812615615,0.3863598057509293,21,0.003166369885714286,0.007951688036424324,21,-0.000727347150341767,0.013145259241827972,-0.00047206197637804457
2022-08-01,1.0,0.03352867971358505,0.0779531297487923,-0.02892048338538319,-0.11163588792149577,0.1932373205686019,0.043408553331352545,-0.32532875103080644,0.16170036027794354,-0.015631843394877887,0.07071836557692421,23,0.005218283339130435,0.009301174988370471,23,-0.0024325454455364805,0.01610461023512156,0.049109420784082036
2022-09-01,1.0,-0.031329555735092884,-0.07761258106619176,-0.01722959396453769,-0.0630851285498909,0.20476535861852305,-0.0886596436069157,0.08451141361127128,-0.33991064127043785,-0.053320444756607986,-0.24569632424017274,21,0.0016092820380952382,0.005910244036894491,21,-0.0043697069743445765,0.012733995824074648,-0.18827289463375674
2022-10-01,1.0,0.14132360847829248,0.29355761340386344,-0.30753121875168704,0.0329841669364236,0.08759391715301297,-0.1118713511582657,0.03760260700157862,-0.19628601376699506,-0.05836926287937083,-0.23566683966895038,16,0.0038398748300000007,0.01021826243737683,16,0.004550762872627807,0.01914772749662991,0.0594388303990616
2022-11-01,1.0,0.029960361501987828,0.07605189906431559,-0.08129985716148473,0.04852471598409971,-0.16316597721290843,0.03518657085006441,-0.03817372242715802,0.217894684628227,-0.06897398949351205,0.1854108400930479,22,0.004957973290318183,0.009659004392514436,22,-0.00045532017977645576,0.012230768787918322,0.09901832883711682
2022-12-01,1.0,-0.29141629716683526,0.30772500852030193,-0.33817574415138507,0.13970395276059044,-0.16631755392421346,0.023040470164817417,-0.24729089566822,-0.1699155341807165,-0.1574990837637273,0.07887210424782755,22,0.007111566411818182,0.010472788552348872,22,-0.0018720969462955863,0.011137890671230721,0.4328598000973508
2023-01-01,0.9999999999999999,0.07508506199611091,-0.22221345714485372,-0.384639293815262,0.09059787717865263,-0.2553017064170943,-0.14724344752295845,-0.034290012362091254,0.3124808336258506,0.01002212821699003,-0.16057462609507447,16,0.0007498826781250003,0.011078677322002597,16,0.0034490023974590505,0.010736485211078853,0.2516362673477537
2023-02-01,1.0,-0.06881792460924589,-0.37055227754145703,0.3568477067353134,0.14214186273168272,-0.2891483843718743,0.21227762705509176,0.1359869658183967,-0.34495302409173056,-0.23177358456856198,0.2013143619283423,20,0.001129602365,0.01021852969543178,20,-0.0011916786391190702,0.010237367846157525,-0.16068648696237126
2023-03-01,1.0,0.005849791614112288,0.03827388919147441,-0.23665641104809113,0.32520146197457633,-0.31093502386759914,0.19932417803926492,0.2936804760479508,0.4969770410179232,-0.00979970245562162,0.3945439210875863,23,0.012090656391304348,0.009596788916385305,23,0.003824419670902565,0.011477177988217175,0.15090134689108262
2023-04-01,1.0,-0.13584423859066072,-0.5862447189797048,0.24146636206432753,0.4663798473293397,-0.1419996346840977,-0.44670997747593577,0.09862691835776669,0.2465973055523205,0.06468314952170015,-0.4885222938446893,19,0.019010754049473683,0.01586944094427764,19,0.0003071423476641737,0.020909012799696338,0.010745871762850077
2023-05-01,1.0,-0.3197048601881456,-0.11194608669572079,0.4877195609296894,-0.49090047920549057,0.03852030445037659,0.24240833554135655,-0.2851110914970168,0.29278048112190974,0.16640928557712745,-0.20848384288266605,20,0.004667778505,0.009751487936441209,20,-0.0015857299260840715,0.011598199863582,-0.4760266114427449
2023-06-01,0.9999999999999999,0.11602794617119565,-0.3146884622549968,-0.03306563787765391,-0.043657325473320324,-0.322627500020742,0.0753472979324451,0.47262422778499596,0.094035039391287,0.11894006327206005,0.26089627982467384,20,-0.0015259061605000003,0.005841980571731621,20,-0.002368513668693165,0.012829612074553477,-0.04158256245445667
2023-07-01,1.0,0.0709528954753129,0.1041261027173162,0.12393033159753822,-0.08298306977381452,0.08386893185992463,-0.3042135949032709,0.023521302667152473,-0.12139725817885709,-0.078193755375224,0.19999223369644495,21,0.0027673043761904763,0.005873425003004782,21,-0.001744655769867352,0.008512591184607628,0.1240619997201445
2023-08-01,1.0,0.24889654328885827,0.4415398862337569,0.3292891744274325,0.09637907842905075,0.30545971542941425,0.1608050508807928,0.37467819906132827,0.18859687722839222,0.15804188416162288,0.16947712388088232,23,-0.0025232970485652177,0.007285064175052978,23,-0.0012000725449026913,0.01462966095291992,-0.0667335719139754
2023-09-01,1.0,0.18593115246884548,0.04040414151369295,-0.34445357282328665,-0.2241619033874784,-0.207508473045669,-0.19160290719886752,-0.06521776894099472,-0.3698874916416975,-0.1952395428216037,-0.27662009357544565,20,0.012489490381150001,0.0176057477810832,20,-0.0029953065493689094,0.012417366965264532,0.028162249651266003
2023-10-01,1.0,0.022368845292033018,-0.6268455244306211,-0.2591716202344901,0.35025605705924695,0.44395307090901714,-0.04112679105574724,-0.3668991880175802,-0.282402988003549,-0.05019298898757152,0.23716740348855428,17,-0.0029751441958823536,0.005644936879980051,17,-0.0008939481876153293,0.012117476879890881,0.11266720653809714
2023-11-01,1.0,-0.02279600330303321,-0.0888710053896909,0.054321217196203066,-0.014736144891846745,-0.12479239803975968,-0.06982074290967381,-0.16829181132067417,-0.3402719797488944,-0.43594557883827895,-0.39293710991552105,22,0.004371343325909091,0.0069326562607240965,22,-0.0004560930885036683,0.009893335790104959,-0.21518518819891028
2023-12-01,1.0,0.21958018019253192,-0.05377602140216799,0.04725888798443764,0.1679445918611118,0.09381397908511803,-0.25414785306058,-0.13713402257419557,-0.28966026068733314,-0.1471893747870334,0.009687989276482267,21,0.005538587294761905,0.010416609548820087,21,-0.0007585142111465521,0.01160801201530741,-0.06135705298189093
2024-01-01,1.0,0.04567712356634116,-0.058947096291074405,0.2029538650592766,0.036420382739341665,-0.030872318665763652,-0.2724680673475035,-0.04811250505591431,0.06902719289634333,-0.07902786853167325,0.17271533023843721,22,-0.0036957818090909093,0.008864710512415696,22,-0.00992666775674934,0.016256433674436226,0.03886440959865982
2024-02-01,1.0,0.4485799213457401,0.10833590023563776,0.017503075905408224,-0.2772687410321721,-0.15016448124788717,0.08621754516423347,0.13840716960836827,0.4969488397259472,0.36420303740221704,0.17865007141263917,15,0.01498077888,0.015429254725131701,15,0.011000216468349727,0.024293695604580938,0.030951457260218276
2024-03-01,1.0,0.35948023503707166,0.2997276963812982,0.09559562743927312,0.1444239026867529,0.007741421750728037,0.23999366533428362,0.24628435766201454,0.36432523249351284,0.5052386448465216,0.4400644407685895,21,0.0069679243714285705,0.01199679247235666,21,-0.0027278985786109147,0.01274410410896443,0.0967575127137941
2024-04-01,1.0,0.00992586090481029,0.18042066744980564,0.37006058717273965,-0.055247850906698,-0.21047839649879904,0.00989669864081011,-0.21509196383979678,-0.36223068329533986,0.013137892257002758,0.004931042515974429,20,-0.0011789709370000003,0.005243144862822293,20,0.0003084573892054556,0.016611069182032877,0.27991710818984616
2024-05-01,0.9999999999999998,-0.21138654932357046,-0.34235124189503296,0.21117827406199868,-0.18518877911554749,0.05928287678163321,-0.03266429375906211,-0.13572979650994124,-0.011191224932404934,-0.06646484371346516,-0.21264706136431774,20,-0.0006363164684999999,0.00902076164516661,20,-0.0016040404084741045,0.011580877395719688,-0.3694736163237809
2024-06-01,1.0,-0.2851952877861702,0.17080877552818394,0.2986726434876217,-0.46365385706924644,0.25186697267526365,-0.23162480301229346,-0.051363455413972595,0.38673607896819395,-0.3236239324774323,0.33526245774640434,19,0.003830696271052632,0.012991512434802063,19,-0.0022534362115367475,0.012891557883268796,-0.38802468666581985
2024-07-01,1.0,0.01204932722395533,-0.3216423010449317,-0.09492577845864704,-0.0631522564773811,0.08723031627213193,-0.15630820750095828,0.01812839411007541,-0.08555519172320514,0.4923317074886179,0.3081135745317396,23,0.0068551494030434776,0.010918448603093031,23,0.0018697233596993129,0.017118754190173172,-0.3087381502760954
2024-08-01,1.0,-0.13459525704569936,-0.11632265353911939,0.23202522531663908,0.14184213992246772,-0.1011773046400382,-0.0030905515042674806,0.11377546024414807,0.4850508971604307,0.011651543504934593,-0.35914718027957715,22,0.0034110169727272726,0.01060511161055274,22,-0.0031132463835693864,0.011144958046623677,-0.19564152295344822
2024-09-01,1.0,0.16804189247072832,0.19804718069390437,-0.31023391148464385,-0.31644282412794944,-0.3775663588285327,0.039179921272124225,0.1808595170924912,0.08125040075451873,0.05117287447504819,0.21940105208931265,19,0.0008614205,0.008065411939166434,19,0.012026903387131705,0.041985000096847205,0.3480419712406153
2024-10-01,1.0,0.04133788842677361,-0.005263805231528459,0.11311774921438147,0.09631488586022463,-0.2374487484569702,-0.2667000732701733,-0.14147548216673206,-0.08892299772067688,-0.5468433208045413,-0.3524947099590349,18,0.02619631806666667,0.021053789178850653,18,0.005861958585348807,0.050967725842767785,0.12416316531088867
2024-11-01,1.0,-0.05589102236668868,0.2245060832179013,0.041754652489561575,0.2065441659461386,0.3633169743546052,-0.11510114510567183,0.008425011262968596,-0.039575974156683444,-0.279472959979367,0.4089996905352689,21,0.00895714816047619,0.009523669979662915,21,0.0018280574448423911,0.026180023797826937,0.3848150526807575
2024-12-01,0.9999999999999999,-0.1889551439817347,0.12572650048460948,-0.4767271698571125,0.4183024849139772,-0.34965048894289785,0.33486938870548394,-0.406014507477306,-0.06732098872559689,-0.018529806543508977,0.2868066442905995,22,-0.0007166391409090909,0.006746940460149158,22,-0.0008406616438690545,0.012671852391945383,0.26587320847842283
2025-01-01,0.9999999999999999,0.008928761840241984,0.4114094084648543,0.1472791012816421,0.3021206956137277,0.2550157395793257,-0.05806104625355357,-0.22073180955725996,-0.47289251799634546,-0.15545440867570126,-0.07509091371609233,18,-0.0011672437963333334,0.005429127182544273,18,-0.0019343318708637228,0.015778694054967027,-0.26698607848980144
2025-02-01,1.0,0.5268610004876116,0.0652241574568121,-0.010014801635823023,-0.008938832325039944,-0.15471556532314906,-0.28875211559385927,0.18705757577295318,0.4018181565428539,0.547332895604435,0.4350950059637782,18,0.010438149279999998,0.012824509953424896,18,0.0067666119104187175,0.02265936109122035,0.1596562884723939
2025-03-01,1.0,-0.11884629145221606,0.4765742626988304,0.13033254761776522,0.33484683235840274,0.1137590456562029,0.36256648686844195,0.08179784933796011,0.41189316794482195,-0.06384805371532969,-0.031125616200583926,21,0.006611012855714286,0.014319235111037824,21,-0.002542540260137429,0.013441842860314182,0.583036460861578
2025-04-01,0.9999999999999998,-0.38974135337400434,0.35348107307700366,-0.4868517256692859,0.1273098187984695,-0.26220055097087935,0.17621963831071574,-0.0616651010874907,0.25363753710724357,-0.3742981547335772,0.31867644569521253,21,0.0008452477476190475,0.007651816208877359,21,-0.00048154582330062315,0.024390961852792617,-0.16880982076484652
