date,"tautocorr(signal,0)","tautocorr(signal,1)","tautocorr(signal,2)","tautocorr(signal,3)","tautocorr(signal,4)","tautocorr(signal,5)","tautocorr(signal,6)","tautocorr(signal,7)","tautocorr(signal,8)","tautocorr(signal,9)","tautocorr(signal,10)",tcount(signal),tmean(signal),tstd(signal),tcount(label),tmean(label),tstd(label),"mycorr(signal,label)"
2009-04-01,,,,,,,,,,,,0,,,0,,,
2009-05-01,,,,,,,,,,,,0,,,0,,,
2009-06-01,,,,,,,,,,,,0,,,0,,,
2009-07-01,,,,,,,,,,,,0,,,0,,,
2009-08-01,,,,,,,,,,,,0,,,0,,,
2009-09-01,,,,,,,,,,,,0,,,0,,,
2009-10-01,,,,,,,,,,,,0,,,0,,,
2009-11-01,,,,,,,,,,,,0,,,0,,,
2009-12-01,,,,,,,,,,,,0,,,0,,,
2010-01-01,,,,,,,,,,,,0,,,0,,,
2010-02-01,,,,,,,,,,,,0,,,0,,,
2010-03-01,,,,,,,,,,,,0,,,0,,,
2010-04-01,,,,,,,,,,,,0,,,0,,,
2010-05-01,,,,,,,,,,,,0,,,0,,,
2010-06-01,,,,,,,,,,,,0,,,0,,,
2010-07-01,,,,,,,,,,,,0,,,0,,,
2010-08-01,,,,,,,,,,,,0,,,0,,,
2010-09-01,,,,,,,,,,,,0,,,0,,,
2010-10-01,,,,,,,,,,,,0,,,0,,,
2010-11-01,,,,,,,,,,,,0,,,0,,,
2010-12-01,,,,,,,,,,,,0,,,0,,,
2011-01-01,,,,,,,,,,,,0,,,0,,,
2011-02-01,,,,,,,,,,,,0,,,0,,,
2011-03-01,,,,,,,,,,,,0,,,0,,,
2011-04-01,1.0,,,,,,,,,,,2,-0.00303091475,0.0014503262500000003,2,-0.01607460322589465,0.02550847968302005,1.0
2011-05-01,1.0,-0.438485033164303,0.23223680534655816,-0.1571107891712462,0.05728327477275824,-0.24915072148052703,0.138169198783924,-0.435654389373531,0.5182059486969355,-0.6156742493648593,0.40671817400716553,21,0.0023414141314285716,0.007334966317293242,21,-0.0035967435052187803,0.017027406467129115,0.06002024031114319
2011-06-01,0.9999999999999998,-0.1998810895241778,0.3920492286021869,-0.37984613561797664,0.11405566877892856,-0.22613822395668784,0.07210886872755662,0.10044727626238205,0.18927441891293187,-0.035663809655243385,-0.221911836755652,21,0.0023578171333333334,0.015536372260317063,21,-2.2511723399009537e-05,0.013729503431984915,0.12097432212251491
2011-07-01,1.0,-0.1793287975385373,-0.05207017978913687,-0.09754679062855025,0.32746087924004336,0.06585476131823378,0.03906351676399568,-0.29902041690277414,-0.6117645802822295,0.13287678008306986,0.15331687922016185,21,0.008192497636666667,0.00732904250373523,21,0.0036484629695845905,0.016333910678152826,-0.21214167495321504
2011-08-01,1.0,-0.187813116293583,-0.028309220796933446,-0.0680610016111987,0.05498027898798411,-0.4490560731873518,-0.17399492305919767,0.016834223352924338,0.2672359230064713,-0.2238424098967658,0.4386872697342518,23,0.010510497660869563,0.009411953889392215,23,0.0003895766200635132,0.016924007625208556,0.09222351523422213
2011-09-01,0.9999999999999998,-0.06925055761640889,-0.08827884179063736,-0.24697217549645614,-0.03151358199736956,-0.06907466464732095,0.11318935768852037,0.04550145687314085,-0.2578597869619489,0.0888686923385109,0.3296382422918819,21,0.001341139528571429,0.008242547513720734,21,-0.007263832091457971,0.016627416481363802,0.17047703483132606
2011-10-01,0.9999999999999999,0.53587861300169,0.19966140847949,-0.24833059262515433,-0.3421536736863297,-0.048648372688253394,-0.3218297513424351,-0.13852238639504405,0.14531134772371135,0.31248583395861357,0.40808708799308735,16,0.0045425072625,0.011627328661651271,16,0.004691421888895018,0.02045246005580758,0.14666940882609225
2011-11-01,1.0,0.02059416118274098,-0.1469570555120689,0.029335683075871765,0.035759287070843686,-0.015576285058080227,0.26115826166248934,-0.027691330427890706,-0.17496792271215833,0.10487351460623577,0.186437030786444,22,0.01017250758090909,0.011226643533965555,22,-0.0007898043921597497,0.019267083392042555,0.2793551220484423
2011-12-01,1.0,-0.30862101372731376,0.01865740246559531,-0.1003795945054845,-0.09671937895428487,0.10456718399284401,0.10116508628960416,-0.11007688543967024,-0.0985379922270887,0.32367602228812925,0.13766156349713704,22,-0.0002018050572727273,0.006382875064596489,22,-0.006308635855510233,0.02007394258256168,0.07145734945253349
2012-01-01,1.0,0.11861439075938827,-0.09571035506910319,0.219787418039625,-0.41594734334789146,-0.303023778663913,-0.07341797215607453,-0.264024895949325,0.06149967403264299,-0.08407235199232234,0.15715679293966084,15,-1.8137499999999983e-05,0.008914026041094395,15,-0.007827989274111127,0.03518816402735415,0.15917844782533597
2012-02-01,1.0,-0.06671361757404494,-0.13545932195255533,-0.16029519323527333,0.471758260825671,-0.2751024157211389,-0.22009382938781608,-0.15414089360217015,0.037382771423132406,-0.3671456994545186,-0.15236723470867689,21,0.006529171097142857,0.006716512981182224,21,0.005971116592200167,0.014477459391665679,-0.2553987174303996
2012-03-01,1.0,0.20639680336541866,-0.015897832280989285,-0.3574229704704653,-0.27941353965103544,-0.0815166378721254,-0.013943354648507442,0.35569902727647107,0.14117903588896402,0.21544578359434152,-0.05534377985492814,22,0.004632972460909091,0.008683795291823103,22,-0.0036554100754479725,0.020251721555692645,0.034258415266715116
2012-04-01,1.0,-0.29753566587637076,0.34895327663836256,-0.2336893459757679,-0.006375307967982376,0.013558691311991845,0.0881234320797357,0.03384565823187289,-0.193230854448325,0.48679181052747605,-0.1581220462215006,17,-0.0005966656335294116,0.005338669600209844,17,0.0005702732735564826,0.017972107476179236,0.033514486945780214
2012-05-01,1.0,0.06167507011779928,-0.00587255276935664,0.29878800384872123,-0.5100358353311895,-0.08531671145251396,0.1248157364655035,-0.08683980192607964,0.08167240284769674,-0.09962619012765477,-0.23455995681080857,22,-0.0008947579669545459,0.007949815939235686,22,0.0031596962954291226,0.011864780899969497,0.07401525240402516
2012-06-01,1.0,0.2632898615494307,-0.15532219743587922,-0.15008871771592736,-0.12854280218955358,-0.2502638793408058,-0.0923346212551089,0.18503716861139943,0.1946111084016912,0.17962736630692905,-0.04293862187927944,20,0.005182066739000001,0.006341100376906129,20,-0.0005317852103439699,0.013033016712493609,-0.006693805500870341
2012-07-01,1.0,-0.0963247836276089,-0.031774758431416354,0.19013065909718513,-0.3749335274236014,0.03170511078608075,0.01791612132016279,-0.266340293374209,-0.11767458978002458,0.2174750309597461,-0.147454597088482,22,0.009765832118181817,0.009103738314334541,22,-0.003221546754490291,0.015893439751754192,-0.23021170725207699
2012-08-01,1.0,0.11383631912561275,-0.16401078053648194,-0.09640126613569945,-0.38344015391951475,-0.209519584753784,-0.31026509921955275,-0.1458808816912823,0.13804444108171776,-0.07245302950290658,-0.16149730333082865,23,-0.00046306458130434793,0.006711994478521324,23,0.0018643848743371382,0.01568478235107425,-0.022503307774724573
2012-09-01,1.0,0.08870163328866479,0.10760960952269333,0.17922227586474682,-0.13582929891371615,-0.053650571519139906,-0.3788307393984462,0.032708500341839176,-0.11360851823554938,-0.4797590583886085,-0.07119776790294736,20,5.196701000000255e-06,0.0066117133079950435,20,-0.0012161658386930906,0.017393119431585724,-0.4190994460626228
2012-10-01,0.9999999999999999,-0.09860644029910147,-0.1952348541992238,-0.030242763402692444,-0.5556188667926782,-0.2106385576550096,-0.3693606723142352,-0.13561104865423895,0.032073635245557654,-0.14230223338326065,0.21717901672390102,18,0.005745009628833332,0.007031491791689262,18,0.000161684722954111,0.012271654457099618,0.023496270753791904
2012-11-01,1.0,-0.112303179801776,-0.3136168996235576,0.21164323783223463,-0.040723756058911105,-0.1266286572332176,0.23003388003315017,0.07344977124333589,-0.17978230044722782,0.1754317640170962,-0.02597980047907499,22,0.00235968572,0.006093284345813532,22,-0.005951374579646087,0.010696981151453061,0.0016229060999807215
2012-12-01,1.0,0.1822613281933294,0.17569926260024504,0.05967943313723613,0.3381365458344196,0.37644315101208015,0.1720771412835644,0.15057199159191625,-0.17878723324524534,0.20599189017015357,0.13758754219280978,21,0.007986411455238096,0.012261076481508988,21,0.0077398599101767725,0.01578147825572509,-0.014707671216697048
2013-01-01,1.0,0.03014039595683094,-0.4013293967442225,-0.03716131306131837,0.09334851399451403,0.02191788713500186,-0.14227922755137823,-0.11434935945929178,0.09729218409280863,-0.16106522731904854,0.12344034404579092,20,0.014666217479999999,0.009853045382955589,20,0.004173282775044785,0.017251601132803836,-0.38253114460562476
2013-02-01,0.9999999999999998,0.12758268059298533,-0.22628392303190506,-0.01719064448848659,-0.2619012801941494,-0.6388405387935612,-0.2999622365243203,0.04222717352362858,0.3402531285703648,0.043939057703902995,-0.0883216346071055,15,0.006091073093333333,0.008661132146197681,15,0.006937208101260019,0.01535804481022311,-0.2905540595939046
2013-03-01,1.0,-0.17587246032927537,-0.18163276229711586,-0.01715481363990706,-0.12741088742269735,0.059623725979412,-0.08487887672864321,0.1045311889944832,-0.06481606193831407,-0.3653386699794602,-0.049445989066779286,21,0.0010267735409523813,0.009689206129974499,21,0.0002954906506861479,0.01774969229679113,-0.253777217040808
2013-04-01,0.9999999999999999,0.5600734911229118,0.13876870555659324,-0.20595532789000884,-0.372056590956541,-0.12338814637919232,-0.15832558490180618,-0.09226050105411093,-0.02083354211206476,-0.1194005695929878,-0.20516430683489106,18,0.0006953074933333336,0.007584275389631044,18,0.0014504802992941395,0.01953406768154486,0.07317586414188236
2013-05-01,1.0,0.19197932128218134,0.13408609302458344,0.16361630677619485,0.3000162594320119,0.2787486099601569,-0.21972201989681941,0.13224108263364584,0.1870512628130784,0.0842759001447809,0.037841922241777445,22,0.010223853327272728,0.010467983855979794,22,0.008532172319643124,0.017980581637112497,-0.3699748738467365
2013-06-01,1.0,0.13892848624113283,0.08293135422392205,-0.03390952571077457,-0.31443268618513914,-0.07762694525867621,-0.09776464929974744,-0.06959852825825093,0.17973437981916132,0.05010509271711,-0.2747394812138028,17,0.0055287743509411765,0.008588089126748757,17,-0.003463797456942788,0.0247230856482693,-0.36526879786087757
2013-07-01,1.0,0.27803287448327973,-0.3751974561304312,-0.19639746419384846,-0.061287001904012546,-0.07760843433910038,-0.38644898486396223,-0.2473233974161709,0.20751074715999543,0.10819957312442917,0.29352059525191043,23,0.007484452782608696,0.008631095327392833,23,0.004964186773849204,0.022239043527924898,-0.16433606188214042
2013-08-01,1.0,-0.40516611103411804,0.22242880695054412,0.05561724463649862,0.0661930756235508,-0.1781155490408964,0.28436931169841584,-0.017031525576382173,-0.0689255433299361,0.25011318186538545,0.04423031385667843,22,0.0017466610472727274,0.011981429776402357,22,0.0020041849651946174,0.019526847723303042,0.13977787191047375
2013-09-01,1.0,0.026713011713510194,-0.010918315842550501,0.20405300288844652,-0.31210774678926817,-0.07104919329897638,0.0698267114553552,-0.4363211452684528,-0.08239314353243565,-0.19478743340457796,0.35765855367940974,19,-0.0014040334173684211,0.00975345868991289,19,0.0075485850786226605,0.016933825747905997,-0.11341142652468042
2013-10-01,0.9999999999999998,-0.20557287416290543,0.27115291403035124,-0.23073537642539876,-0.02260389295710884,-0.26296852592025405,-0.3269510437776774,0.022379801381631398,0.05617831226065861,0.3791393166651403,-0.26728756719887437,18,0.007417279655555557,0.009480326330737069,18,-0.005653317720022378,0.02156465424920986,-0.18139291752868852
2013-11-01,1.0,0.0753662234604944,-0.38991113402278105,-0.15067569016775384,0.2283572246072772,0.2062536027913681,0.1697772040183014,-0.37874861343430294,0.01034108151941121,0.07631168895476986,0.3015018916192794,21,0.00253538913047619,0.012775419785843607,21,0.004808089594962433,0.014295976766332128,-0.3277862166863272
2013-12-01,0.9999999999999999,0.23873153022849578,0.3574900634815554,0.0823518731098153,-0.06051916367855968,-0.1231887232521923,-0.23785841073600647,-0.05739608494840017,-0.3191939747348579,0.12268030086643983,-0.12987720162880928,22,0.005705415109000001,0.012518568864884701,22,-0.0021236527360618085,0.023243485733736066,-0.505464126966594
2014-01-01,0.9999999999999999,0.24096030394840037,0.11569903050437273,-0.00886768273200829,0.05811819335160502,-0.3643901137777856,-0.3280446729093669,-0.0818925452213233,-0.0802335360204888,0.0525051858697399,0.12653974769460063,21,0.006654555554285714,0.006474816530173148,21,0.006524175265526718,0.01720322808951784,-0.009003435099692307
2014-02-01,1.0,0.17785742005231114,-0.13254199576204706,-0.07379741512811765,-0.18524639045323651,-0.09518979767555148,0.11883158877572778,-0.13359450280524274,0.09781255448905411,0.14653543127931123,-0.0011837793272769194,16,0.0072922753,0.007129343066842683,16,-0.002605832453611981,0.021859896048532338,-0.08279615537495616
2014-03-01,1.0,-0.4806773786443831,0.09424800765198653,0.001040707223437353,-0.0064453228740137735,-0.07780140427880312,-0.23121980788522284,0.17924975141296276,-0.22431725629510604,0.18995770773666787,0.020553016484363994,21,-0.0005548914004761906,0.008761140437426694,21,-0.0036935597103928282,0.018439714876024776,-0.30355320642547917
2014-04-01,0.9999999999999998,0.155288467854476,-0.36955771602071924,-0.07135845950434944,0.2438612637735032,-0.12813496094457053,-0.23206537992817508,0.3112867818112594,0.3419251986413865,-0.2111890325461545,-0.5279515885213734,21,0.004537538446190477,0.008102519686321157,21,-0.001626604104081771,0.013159285159824098,0.005606550296518235
2014-05-01,1.0,-0.1930034179486138,-0.024788291416393046,0.09842303266523515,-0.41530052064716655,0.3547703348942932,0.09272221723426499,-0.1540304829926121,0.3372984176851682,0.023637991383362287,-0.24987062018752398,20,0.0018553293559999996,0.007389311669524767,20,0.0013424657196727395,0.014895199135227381,0.2463892288288853
2014-06-01,1.0,-0.11483969121845874,-0.33007081377663317,0.2526262461516717,0.01326854565467783,-0.06286406004253936,0.12503288833434822,-0.27970339680666906,0.19006368141778482,-0.29680740522309607,-0.2837348488294645,20,0.009767201132000001,0.009451740911856648,20,0.0031808405138256646,0.014171145134406298,0.3475121838007442
2014-07-01,0.9999999999999998,-0.3539171401812589,0.2715320907866056,-0.12486088536966707,0.34461926786986447,-0.29531596956803186,0.43631788396550814,-0.2924108295416227,0.5750193741189633,-0.11617465314377784,0.228031572187553,23,0.0024629717043478257,0.009064709894750497,23,-0.001903431681138909,0.012915277731735219,-0.1775862346041193
2014-08-01,0.9999999999999998,0.1005648892210523,0.057606680707035604,0.02100632710313133,0.23571409187577883,0.14373427012435422,0.3117099127384442,-0.17841089553833295,-0.16863625862478931,-0.05018019392200684,0.28543733699792406,21,0.004286043107619047,0.008369588377314798,21,0.0027498984567630095,0.012329584868888976,0.014522754111059806
2014-09-01,1.0,0.3363082077403441,0.1895902866487647,0.07343402632666172,-0.16033975706153794,-0.34291425665519193,-0.5467121554359188,-0.3278538663936125,-0.28518752419180193,0.08555283181591417,0.10929935384797872,21,0.005630684928571428,0.009400790284686086,21,0.0037403512981777,0.010904752717513719,-0.062293213846851894
2014-10-01,1.0,-0.026746996388501705,0.07544565688655656,0.25800997469919373,-0.30119924362031925,0.20787282918672387,0.029072675514118504,-0.16431101190521347,0.11043906189785757,0.05374409333659387,0.4124047756852013,18,0.002709065538888889,0.0072600389265506235,18,-0.0010041288714219667,0.009804683656767614,-0.01127713540906563
2014-11-01,1.0,0.31531799789241444,0.07313752695545073,-0.3269687124447614,-0.587602153960102,-0.24853007129493115,0.011448068635612447,0.022808803357385943,0.31758213305076466,0.14133664021527798,-0.09673526160172907,20,0.0011259276059999998,0.006560458977400658,20,0.0018672000920085204,0.013646557201915753,-0.07410050496072454
2014-12-01,1.0,0.37805562399765824,0.3372712663390505,0.4420192575460833,0.15357750690054867,0.12635476131834678,-0.11648327913278882,-0.16722799898333937,-0.12171691380229105,-0.3241781074909153,-0.5544700587144591,23,0.009516170860869566,0.015110486938595496,23,-0.0028329526345181534,0.02198163345291979,0.28771218663522063
2015-01-01,0.9999999999999999,0.19899736863107614,0.02496447920880756,0.1255487298371579,-0.006520866576247549,-0.06456123677689819,0.1845057671921326,0.33776317381177673,-0.26680639089654956,0.0009501647464359445,0.243186166725092,20,0.007058163731499999,0.010972750530598504,20,0.006634000419702804,0.01957809457999732,-0.15323478049127584
2015-02-01,0.9999999999999998,-0.38589783502138825,0.0557050290507489,0.051265486871341394,-0.1436606321044351,0.012437349665159655,0.05378312117091869,0.10586305045439796,-0.27200816147532847,0.11382988365976576,0.16437559161258905,15,0.008032943300000001,0.008522420875406961,15,0.009157664728777305,0.016494462789426057,-0.32143553619661713
2015-03-01,1.0,0.2465657555878669,-0.050299908056649446,-0.19243024990599375,-0.12935086173830243,-0.15394980836117653,0.1508222361460055,-0.2623438224777525,0.06210528049807527,0.04150066289983569,0.011652546576694602,22,0.011144385534545454,0.008727839475402642,22,0.008708215943126088,0.020469785662459626,0.020823721552670912
2015-04-01,1.0,0.010038032106596742,-0.16394044956989395,0.09240128973767564,-0.009990108181927448,-0.35612366684829605,0.18727590765106836,-0.22336368293243045,-0.4549781789210496,-0.03282912195742407,0.04466411961680867,21,0.011539769361428571,0.010603554629145117,21,0.009618995081125245,0.023688398010899663,0.05325934981518782
2015-05-01,1.0,-0.07066580320139729,-0.2352927769725349,0.13035442785492973,0.039936150135307845,-0.2632513631775372,-0.10005763179225614,0.24284039709655755,-0.03032400676338794,-0.35748549822176706,-0.1368750691865044,20,0.013624949547000002,0.014318966937466916,20,0.010742253754036358,0.029081668107493408,-0.2725357595750588
2015-06-01,1.0,0.5702516844655706,0.48977627287179176,0.2358101406978125,0.18706938649725122,0.2091233534158643,0.16390554234384122,0.0991451136558405,0.05010795819671485,0.14493546535643664,0.04652143719090788,21,0.007396674804761904,0.008750788228530669,21,-0.010218722509122384,0.044835294531480156,0.25469582924842893
2015-07-01,1.0,-0.020115033486289683,-0.04422100958552927,0.12052895396243937,-0.06666018059828381,0.28683043635742034,-0.22356882435313227,0.29804967590696657,-0.012056386295900638,-0.5603980072760029,-0.07002942589841367,23,0.00482666576521739,0.015202385324559272,23,-0.005140626338360673,0.03829101095244839,0.13057303430150555
2015-08-01,1.0,0.12940324143404353,-0.1817233747640194,0.009550076302496465,0.30370307505069793,-0.09920471320737478,0.10200714435310122,0.3032604357735997,-0.013072371504012869,-0.4044777232414026,-0.0736713620171659,21,0.00035077327714285724,0.01207298827225598,21,-0.011453578100091101,0.04486113960193604,0.029100568430100417
2015-09-01,1.0,0.18370866277811526,-0.24020206550842135,-0.22911151377564698,-0.17319016626122868,0.11271706920847147,0.21819320663730998,0.08823990609031934,0.5577921071349782,-0.10816836075892847,-0.3926559752510115,20,-0.0012856947675000002,0.006187867377309687,20,0.00210373887808492,0.03872977267164088,-0.09809932947977372
2015-10-01,0.9999999999999999,-0.17396981571905984,-0.0019649143075078247,0.314650609778687,-0.02886029444026178,0.20898681502700583,-0.4859054766847874,-0.11379520185619305,0.027150370728074837,-0.35640459668398916,0.34355037066199123,17,0.003799033071764706,0.006573310437883703,17,0.010230238046687873,0.03023700876885737,-0.25896285866555585
2015-11-01,1.0,-0.08163566437136548,-0.14731800063188888,0.09506408700250275,-0.09376522948973864,-0.255075559020058,-0.12925955679843987,-0.10224846378727805,-0.040225775041932116,-0.0731197420975149,-0.06155462904182912,21,0.0039645274190476185,0.009419138088593583,21,0.00359426318159159,0.02881715810654001,0.08218713139727513
2015-12-01,0.9999999999999999,-0.08671375497095977,-0.10351901001128437,0.16869769465755363,-0.3916971913434307,-0.10190865893344077,-0.13590917521281026,-0.2985881790990252,0.37695139540202155,0.4011758405589386,-0.24484943202552945,23,0.003472870434521739,0.007306311051822081,23,0.0006694646194606133,0.014932645943456918,-0.34814645013599554
2016-01-01,1.0,-0.34797645855848475,-0.1548959522970323,0.1167261813420893,-0.07164406177371614,-0.13199952873314097,0.27375017582201067,-0.102720635412557,-0.15256275035281308,0.15151951092989943,-0.10392553072125112,20,-0.001258510935,0.01555414337985441,20,-0.015413461143855728,0.042958006787114145,-0.17975811555291213
2016-02-01,1.0,-0.0027615669983454528,-0.4160632928519758,0.04213650718822015,0.30149370958493965,0.14089166113673707,-0.24218869894613876,-0.015213485450223246,-0.05031265897872297,-0.037125382357130095,-0.271932094284342,16,0.0017153848975,0.007448933760979063,16,-0.003676325029042974,0.031012855331142567,-0.05220128560159592
2016-03-01,1.0,-0.07254951333735762,0.08092744875966541,0.0799674751597516,-0.08632197934731604,-0.2523535995780636,-0.35950308725468016,-0.13381805502412752,0.06654805784792094,-0.16250094380235336,0.29262568590710814,23,0.0037344480478260873,0.00726045189060422,23,0.007580896547131806,0.026507750421501046,-0.24030219901456085
2016-04-01,1.0,-0.06946587380798365,0.10187485227433284,0.2924234798055728,-0.24572232222986076,0.04425542785344948,-0.10793879423287445,-0.21185364994436032,-0.30606375810009706,-0.17223993119950967,-0.28581524501054306,20,0.006238842591999999,0.005997482904983634,20,-0.0022747655446025902,0.01901996562418932,-0.10978538040509332
2016-05-01,0.9999999999999999,-0.010492693819037916,-0.11600242216232337,-0.39965562179767833,0.08941425064114018,0.16015039839843254,0.13454946786870856,-0.2037904463240648,-0.4730568328626491,0.10334806346536433,0.07163994942847714,21,-0.00015881254476190476,0.006618233048693947,21,0.0004666073443559384,0.020750931797699487,-0.23566573592980078
2016-06-01,1.0,0.07896690505704361,-0.15520977329079566,-0.17698321497580477,-0.2745721240001436,-0.06769184896442335,-0.037211550880246885,0.42006536079890827,0.10241978840071199,0.26869060188887534,-0.11407713218812833,20,0.007006072792999999,0.011066142819641767,20,0.0015497218934538304,0.019152400965083794,-0.06316979758844475
2016-07-01,0.9999999999999998,-0.06107196335136473,0.30719517570802024,0.5400842729782206,-0.06492966031851416,-0.0546075046225863,0.5256442240733513,-0.06774770553417202,0.04842540610205658,0.44855018455905854,-0.10962052610413645,21,0.0023913837823809525,0.007945362608288589,21,-0.0023075155813387285,0.014864019821296962,0.23323072220737376
2016-08-01,1.0,-0.07393839764777665,-0.07031578321337281,-0.4189906966581092,0.13497548700679243,-0.026194152708952423,0.13069143458143875,-0.2319322235737324,-0.14646419665055507,0.3005897229704241,0.36004870836101466,23,0.0002393707052173912,0.0065572326959765495,23,0.001397940807079331,0.010312974689473418,-0.18646025635456318
2016-09-01,1.0,0.23877715908892916,0.10094538669517299,0.044232739112302306,-0.1079264905103513,-0.2585312859722057,-0.47594766335600336,-0.3379915102492316,0.08072442775384198,0.0004129358958036222,-0.13196798976093127,20,-0.00022451718199999987,0.006782944228600718,20,-0.0009641772305172599,0.009208705088761437,-0.1133487128981873
2016-10-01,0.9999999999999999,0.1740802300550631,-0.6161425420679104,-0.3210095018886232,0.12131145082439318,0.493028938059934,0.1453172350940204,-0.5158943039187004,-0.36468486850830617,-0.08396537395290742,0.2716540753176285,16,0.0009963975730625002,0.005970731578338209,16,0.0002859859363563248,0.009316295447973763,-0.11340895027105236
2016-11-01,0.9999999999999998,-0.30404792808805137,0.1589593630603931,-0.2286439182493158,-0.02000273289961229,-0.03448486904669519,0.049453858746498304,-0.005486417103215322,0.12146451065356625,-0.15274326302039126,0.15147061091038885,22,0.007637724245454545,0.008504030158087084,22,0.00048753987063794075,0.007702390404981411,-0.10374411004749354
2016-12-01,1.0,0.11189850043791214,0.26265981282027695,0.23435925998402496,-0.3532968583524492,0.04344700755506823,-0.24463529351435895,-0.46278681539626004,-0.2198234033048245,-0.3615621064218152,-0.3706166666326162,22,0.0037619757177272724,0.00795842578799677,22,-0.004851274538652937,0.01326041090583582,0.27606780612197646
2017-01-01,0.9999999999999998,0.2426749642213965,-0.2614535384893777,-0.1322499925945765,-0.27713229064851486,-0.17662223736393956,-0.2833207808704321,-0.00038272730840569115,0.14867592978233293,0.25771096920147935,0.34639093426808715,18,0.004805936772222222,0.005056868681840025,18,-0.002189711873333539,0.01327569510513571,0.488650961619978
2017-02-01,1.0,0.18813938907642652,0.05177889933108413,0.1428616924013726,-0.2822398096382748,-0.2549514027013738,-0.33324059845521237,-0.45267410972670813,0.16705058889930458,0.17481840377703234,0.004213658805724907,18,0.0006591335650000001,0.006311936840018636,18,0.0011926271448659004,0.006660062074253774,0.5125861309256685
2017-03-01,1.0,0.013433456435659151,0.145027313616686,-0.09168408386730739,-0.3869134019414796,-0.08498783842314762,-0.13812986958617177,-0.08189509478774719,0.17060668275958113,0.3015994002005107,-0.14600692543507612,23,0.006838781017391306,0.00816905975302396,23,-0.00044947023338470885,0.007892223016921667,-0.059125296801467005
2017-04-01,1.0,-0.34411919633998594,0.20236762834960578,0.08605756098922679,-0.14875130801276312,0.12137102398528746,0.10331186724103449,-0.5602779173646018,0.22903733877872406,-0.3438216455892052,0.03814816272951693,18,0.0016186828222222221,0.014164141921034967,18,-0.0016738580767897775,0.00951189835989566,0.2830326110923057
