date,"tautocorr(signal,0)","tautocorr(signal,1)","tautocorr(signal,2)","tautocorr(signal,3)","tautocorr(signal,4)","tautocorr(signal,5)","tautocorr(signal,6)","tautocorr(signal,7)","tautocorr(signal,8)","tautocorr(signal,9)","tautocorr(signal,10)",tcount(signal),tmean(signal),tstd(signal),tcount(label),tmean(label),tstd(label),"mycorr(signal,label)"
2004-11-01,,,,,,,,,,,,0,,,0,,,
2004-12-01,,,,,,,,,,,,0,,,0,,,
2005-01-01,,,,,,,,,,,,0,,,0,,,
2005-02-01,,,,,,,,,,,,0,,,0,,,
2005-03-01,,,,,,,,,,,,0,,,0,,,
2005-04-01,,,,,,,,,,,,0,,,0,,,
2005-05-01,,,,,,,,,,,,0,,,0,,,
2005-06-01,,,,,,,,,,,,0,,,0,,,
2005-07-01,,,,,,,,,,,,0,,,0,,,
2005-08-01,,,,,,,,,,,,0,,,0,,,
2005-09-01,,,,,,,,,,,,0,,,0,,,
2005-10-01,,,,,,,,,,,,0,,,0,,,
2005-11-01,0.9999999999999998,,,,,,,,,,,2,0.0026875585000000002,0.00018890950000000008,2,-0.0042653921609036504,0.00895919911252615,-1.0
2005-12-01,1.0,0.08858821995337536,-0.06920819610195957,-0.13317489219849538,0.16148545564730382,-0.09008240618773874,-0.3237619233847815,-0.05444255723864172,0.3689483673969466,0.05362847879602558,-0.29953967599711606,22,0.0030691669200000006,0.0062656188573077904,22,0.00018917126091411802,0.011369203539747403,-0.2823674779889123
2006-01-01,1.0,0.02585179451201185,0.1103573296571551,-0.2640971646570373,0.039889462811532606,0.015823127119141436,-0.25799079600239855,0.21317927336068915,0.3559649622712129,0.12857198594288954,-0.01579541297930395,16,0.009153908531250001,0.008223724429768455,16,0.003249868114119844,0.011385307885361264,-0.2722848361607601
2006-02-01,1.0,-0.30091010327660606,-0.16246810938568687,0.06819615235831268,0.18382066395140612,-0.6258540827598392,0.38762006308901775,-0.05675211071067472,0.1289794309508018,-0.13255117711602316,0.29288132716424653,17,0.005718445612941176,0.006755159348194816,17,0.002697724659121706,0.011117917658308107,-0.03327127432347178
2006-03-01,1.0,-0.09381544299755372,0.23078638610881141,-0.03690590207127285,-0.24770085038355752,-0.12239039629300347,-0.1381341893810951,0.10511334834905604,0.047701063061471136,0.0504856824308378,-0.10070319710142586,23,0.002145708593391304,0.008102771123254244,23,-0.0002905492762395275,0.009786644594688105,0.037341645788423534
2006-04-01,1.0,0.2890744641525543,-0.05360422899078156,-0.0773532982557429,-0.12526038888078697,-0.017820397283254654,-0.29873828553965337,-0.42584016401319363,0.015873678906541833,0.26915682528170776,0.028560251627322085,20,0.00482467545235,0.007740065306187488,20,0.0022296755260541247,0.011923334685687422,0.10631641930070661
2006-05-01,1.0,0.16027774226324804,0.2140129453427404,0.453486859074134,0.49251419236528066,0.14527631437443503,0.21441077167587325,0.33411915621295396,0.4031540060964512,0.018388449209851596,-0.20634174936125585,18,0.018940717000000003,0.009267516103432707,18,0.013193077680481183,0.020778742043120607,-0.4860247927970034
